,Artist,Title,Year
3598,Prince and The New Power Generation,7,1993
3599,Dr. Dre,Dre Day,1993
3600,Brian McKnight,One Last Cry,1993
3601,Xscape,Just Kickin’ It,1993
3603,Bon Jovi,Bed Of Roses,1993
3605,Portrait,Here We Go Again!,1993
3607,Ugly Kid Joe,Cats In The Cradle,1993
3609,Positive K,I Got A Man,1993
3610,Zhane,Hey Mr. D.J.,1993
3611,Cypress Hill,Insane In The Brain,1993
3612,Madonna,Deeper And Deeper,1993
3613,Madonna,Rain,1993
3614,Jeremy Jordan,The Right Kind Of Love,1993
3615,Inner Circle,Bad Boys,1993
3616,Boy Krazy,That’s What Love Can Do,1993
3617,Jon Secada,Do You Believe In Us,1993
3619,Kenny G,Forever In Love,1993
3620,Janet Jackson,Again,1993
3621,Jazzy Jeff and Fresh Prince,Boom! Shake The Room,1993
3622,Restless Heart,When She Cries,1993
3623,Inner Circle,Sweat,1993
3624,Ice Cube,It Was A Good Day,1993
3625,Captain Hollywood Project,More And More,1993
3627,Digable Planets,Rebirth Of Slick,1993
3628,Haddaway,What Is Love,1993
3629,Michael Bolton,To Love Somebody,1993
3630,En Vogue,"Give It Up, Turn It Loose",1993
3632,Ice Cube,Check Yo Self,1993
3633,Sting,Fields Of Gold,1993
3634,Dino,Ooh Child,1993
3635,Go West,Faithful,1993
3636,Rod Stewart,Reason To Believe,1993
3637,Tears For Fears,Break It Down Again,1993
3638,Joey Lawrence,Nothin’ My Love Can’t Fix,1993
3639,Green Jelly,Three Little Pigs,1993
3640,Aerosmith,Livin’ On The Edge,1993
3641,Gin Blossoms,Hey Jealousy,1993
3642,Sting,If I Ever Lose My Faith In You,1993
3643,Tony! Toni! Tone!,Anniversary,1993
3644,Jade,One Woman,1993
3645,Taylor Dayne,Can’t Get Enough Of Your Love,1993
3646,Def Leppard,Two Steps Behind,1993
3647,Ace Of Base,The Sign,1994
3648,All-4-One,I Swear,1994
3649,Boyz II Men,I’ll Make Love To You,1994
3651,Mariah Carey,Hero,1994
3653,Toni Braxton,Breathe Again,1994
3654,"Bryan Adams, Rod Stewart and Sting",All For Love,1994
3656,Ace Of Base,Don’t Turn Around,1994
3657,R. Kelly,Bump N’ Grind,1994
3659,Madonna,I’ll Remember,1994
3660,Salt-N-Pepa,Whatta Man,1994
3661,John Mellencamp and Me’shell Ndegeocello,Wild Night,1994
3662,Mariah Carey,Without You / Never Forget You,1994
3663,Toni Braxton,You Mean The World To Me,1994
3664,Elton John,Can You Feel The Love Tonight,1994
3665,The Artist Formerly Known As Prince,The Most Beautiful Girl In The World,1994
3666,Coolio,Fantastic Voyage,1994
3667,Big Mountain,Baby I Love Your Way,1994
3668,Warren G and Nate Dogg,Regulate,1994
3669,Jon Secada,If You Go,1994
3670,Aaliyah,Back & Forth,1994
3671,Richard Marx,Now And Forever,1994
3672,Babyface,When Can I See You,1994
3673,Bryan Adams,Please Forgive Me,1994
3675,Salt-N-Pepa,Shoop,1994
3676,Janet Jackson,"Any Time, Any Place / And On And On",1994
3677,Collective Soul,Shine,1994
3678,Michael Bolton,Said I Loved You…But I Lied,1994
3679,Enigma,Return To Innocence,1994
3680,Sheryl Crow,All I Wanna Do,1994
3681,Crash Test Dummies,Mmm Mmm Mmm Mmm,1994
3682,Tevin Campbell,Can We Talk,1994
3683,Da Brat,Funkdafied,1994
3685,Drs,Gangsta Lean,1994
3687,US3,Cantaloop,1994
3689,Melissa Etheridge,Come To My Window,1994
3690,Changing Faces,Stroke You Up,1994
3691,Tevin Campbell,I’m Ready,1994
3692,Crystal Waters,100% Pure Love,1994
3693,Mariah Carey,Anytime You Need A Friend,1994
3694,Janet Jackson,Because Of Love,1994
3695,Cranberries,Linger,1994
3696,Beck,Loser,1994
3697,Gin Blossoms,Found Out About You,1994
3698,Snoop Doggy Dogg,Gin And Juice,1994
3699,Immature,Never Lie,1994
3700,Bruce Springsteen,Streets Of Philadelphia,1994
3701,Domino,Getto Jam,1994
3704,Xscape,Understanding,1994
3705,Warren G,This D.J.,1994
3706,Jodeci,Cry For You,1994
3707,2Pac,Keep Ya Head Up,1994
3708,Snoop Doggy Dogg,Who Am I,1994
3709,Real McCoy,Another Night,1994
3710,R. Kelly,Your Body’s Callin’,1994
3711,69 Boyz,Tootsee Roll,1994
3713,Babyface,Never Keeping Secrets,1994
3716,Aaliyah,At Your Best,1994
3717,Meat Loaf,Rock And Roll Dreams Come Through,1994
3718,Aerosmith,Amazing,1994
3720,Zhane,Groove Thang,1994
3722,Culture Beat,Mr. Vain,1994
3723,Tom Petty and The Heartbreakers,Mary Jane’s Last Dance,1994
3724,SWV,Anything,1994
3725,Joshua Kadison,Beautiful In My Eyes,1994
3727,Craig Mack,Flava In Ya Ear,1994
3728,Queen Latifah,U.N.I.T.Y.,1994
3729,Seal,Prayer For The Dying,1994
3730,Madonna,Secret,1994
3731,Ini Kamoze,Here Comes The Hotstepper,1994
3732,Phil Collins,Everyday,1994
3733,Tim McGraw,Don’t Take The Girl,1994
3734,Heavy D and The Boyz,Got Me Waiting,1994
3735,Four Seasons,December 1963,1994
3736,Tim McGraw,Indian Outlaw,1994
3738,Melissa Etheridge,I’m The Only One,1994
3739,Ahmad,Back In The Day,1994
3740,Bonnie Raitt,Love Sneakin’ Up On You,1994
3742,Tevin Campbell,Always In My Heart,1994
3744,Babyface,And Our Feelings,1994
3745,Ice Cube,Bop Gun,1994
3746,Brandy,I Wanna Be Down,1994
3747,Coolio,Gangsta’s Paradise,1995
3748,TLC,Waterfalls,1995
3749,TLC,Creep,1995
3750,Seal,Kiss From A Rose,1995
3751,Boyz II Men,On Bended Knee,1995
3753,Mariah Carey,Fantasy,1995
3754,Madonna,Take A Bow,1995
3755,Monica,Don’t Take It Personal,1995
3756,Montell Jordan,This Is How We Do It,1995
3758,Boyz II Men,Water Runs Dry,1995
3759,Adina Howard,Freak Like Me,1995
3760,Blues Traveler,Run-Around,1995
3761,All-4-One,I Can Love You Like That,1995
3762,Bryan Adams,Have You Ever Really Loved A Woman?,1995
3764,Shaggy,Boombastic / In The Summertime,1995
3766,Des’ree,You Gotta Be,1995
3767,Michael Jackson,You Are Not Alone,1995
3768,Hootie and The Blowfish,Hold My Hand,1995
3769,Notorious B.I.G.,One More Chance-Stay With Me,1995
3771,Soul For Real,Candy Rain,1995
3772,Hootie and The Blowfish,Let Her Cry,1995
3773,Blessid Union Of Souls,I Believe,1995
3774,TLC,Red Light Special,1995
3776,Sheryl Crow,Strong Enough,1995
3777,Vanessa Williams,Colors Of The Wind,1995
3778,Jon B.,Someone To Love,1995
3779,Hootie and The Blowfish,Only Wanna Be With You,1995
3781,Martin Page,In The House Of Stone And Light,1995
3782,Luniz,I Got 5 On It,1995
3784,Real McCoy,Run Away,1995
3785,Sophie B. Hawkins,As I Lay Me Down,1995
3786,Mokenstef,He’s Mine,1995
3787,Collective Soul,December,1995
3788,Method Man-Mary J. Blige,I’ll Be There For You-You’re All I Need To Get By,1995
3789,Diana King,Shy Guy,1995
3791,Soul For Real,Every Little Thing I Do,1995
3792,BLACKstreet,Before I Let You Go,1995
3793,Notorious B.I.G.,Big Poppa / Warning,1995
3797,2Pac,Dear Mama / Old School,1995
3799,Dr. Dre,Keep Their Heads Ringin’,1995
3800,Corona,The Rhythm Of The Night,1995
3801,Del Amitri,Roll To Me,1995
3802,Michael Jackson and Janet Jackson,Scream / Childhood,1995
3803,Jodeci,Freek’n You,1995
3805,Elton John,Believe,1995
3806,Natalie Merchant,Carnival,1995
3807,Tom Petty,You Don’t Know How It Feels,1995
3808,Take That,Back For Good,1995
3810,Janet Jackson,You Want This-70’s Love Groove,1995
3812,Total,Can’t You See,1995
3814,Subway,This Lil’ Game We Play,1995
3816,Bon Jovi,This Ain’t A Love Song,1995
3818,Junior M.A.F.I.A.,Player’s Anthem,1995
3819,Naughty By Nature,Feel Me Flow,1995
3820,Jade,Every Day Of The Week,1995
3821,Vanessa Williams,The Sweetest Days,1995
3822,20 Fingers feat. Gillette,Short Dick Man,1995
3823,Brandy,Brokenhearted,1995
3824,Annie Lennox,No More “I Love You’s”,1995
3825,Faith Evans,You Used To Love Me,1995
3826,Immature,Constantly,1995
3827,U2,"Hold Me, Thrill Me, Kiss Me, Kill Me",1995
3829,Raphael Saadiq,Ask Of You,1995
3830,Az,Sugar Hill,1995
3831,Better Than Ezra,Good,1995
3834,After 7,‘Til You Do Me Right,1995
3835,Bone Thugs-N-Harmony,1st Of Tha Month,1995
3836,Melissa Etheridge,Like The Way I Do-If I Wanted To,1995
3837,Firehouse,I Live My Life For You,1995
3838,Stevie B,Dream About You-Funky Melody,1995
3839,Rednex,Cotton Eye Joe,1995
3840,Boyz II Men,Thank You,1995
3841,Pretenders,I’ll Stand By You,1995
3843,Da Brat,Give It 2 You,1995
3844,Brandy,Best Friend,1995
3845,Soul Asylum,Misery,1995
3846,Van Halen,Can’t Stop Lovin’ You,1995
3847,Los Del Rio,Macarena,1996
3848,Mariah Carey and Boyz II Men,One Sweet Day,1996
3849,Celine Dion,Because You Loved Me,1996
3850,Tony Rich Project,Nobody Knows,1996
3851,Mariah Carey,Always Be My Baby,1996
3852,Tracy Chapman,Give Me One Reason,1996
3853,Bone Thugs-N-Harmony,Tha Crossroads,1996
