,Artist,Title,Year
1213,1910 Fruitgum Company,Indian Giver,1969
1214,James Brown,Mother Popcorn,1969
1215,Edwin Starr,Twenty-five Miles,1969
1216,New Colony Six,Things I’d Like To Say,1969
1217,Motherlode,When I Die,1969
1218,Marvin Gaye,That’s The Way Love Is,1969
1219,Nilsson,Everybody’s Talkin’,1969
1220,Brooklyn Bridge,Worst That Could Happen,1969
1221,Joe Simon,Chokin’ Kind,1969
1222,Flying Machine,Smile A Little Smile For Me,1969
1223,Tony Joe White,Polk Salad Annie,1969
1224,Kenny Rogers and The First Edition,"Ruby, Don’t Take Your Love To Town",1969
1225,Joe South,Games People Play,1969
1226,Turtles,You Showed Me,1969
1227,Cuff Links,Tracy,1969
1228,Dells,"Oh, What A Night",1969
1229,Beatles,Something,1969
1230,Gary Puckett and The Union Gap,This Girl Is A Woman Now,1969
1231,Beatles,Come Together,1969
1232,Seger System,Ramblin’ Gamblin’ Man Bob,1969
1233,Diana Ross and The Supremes,I’m Gonna Make You Love Me,1969
1234,Marvin Gaye,I Heard It Through The Grapevine,1969
1235,Crazy Elephant,Gimme Gimme Good Lovin’,1969
1236,Booker T and The MG’s,Hang ‘Em High,1969
1237,Lou Rawls,Your Good Thing,1969
1238,Originals,Baby I’m For Real,1969
1239,Edwin Hawkins Singers,Oh Happy Day,1969
1240,Tom Jones,Love Me Tonight,1969
1241,Paul Revere and The Raiders,"Mr. Sun, Mr. Moon",1969
1242,Guess Who,Laughing,1969
1243,David Ruffin,My Whole World Ended,1969
1244,Box Tops,Soul Deep,1969
1245,B.J. Thomas,Hooked On A Feeling,1969
1246,Box Tops,Sweet Cream Ladies,1969
1247,Simon and Garfunkel,Bridge Over Troubled Water,1970
1248,Carpenters, Close To You,1970
1249,Guess Who,American Woman / No Sugar Tonight,1970
1250,B.J. Thomas,Raindrops Keep Fallin’ On My Head,1970
1251,Edwin Starr,War,1970
1253,Jackson 5,I’ll Be There,1970
1254,Rare Earth,Get Ready,1970
1255,Beatles,Let It Be,1970
1256,Freda Payne,Band Of Gold,1970
1257,Three Dog Night,Mama Told Me,1970
1258,Ray Stevens,Everything Is Beautiful,1970
1259,Bread,Make It With You,1970
1260,Vanity Fair,Hitchin’ A Ride,1970
1261,Jackson 5,ABC,1970
1262,Jackson 5,The Love You Save / I Found That Girl,1970
1263,Neil Diamond,Cracklin’ Rose,1970
1264,Dawn,Candida,1970
1265,Sly and The Family Stone,Thank You / Everybody Is A Star,1970
1266,Eric Burdon and War,Spill The Wine,1970
1267,Five Stairsteps and Cubie,O-o-h Child / Dear Prudence,1970
1268,Norman Greenbaum,Spirit In The Sky,1970
1269,Melanie and The Edwin Hawkins Singers,Lay Down,1970
1270,Temptations,Ball Of Confusion,1970
1271,Moments,Love On A Two Way Street,1970
1272,Poppy Family,Which Way You Goin’ Billy?,1970
1273,Free,All Right Now,1970
1274,Jackson 5,I Want You Back,1970
1275,Bobby Sherman,"Julie, Do Ya Love Me",1970
1276,Sugarloaf,Green-eyed Lady,1970
1277,Stevie Wonder,"Signed Sealed, Delivered",1970
1278,Blues Image,Ride Captain Ride,1970
1280,John Ono Lennon,Instant Karma,1970
1282,Creedence Clearwater Revival,Lookin’ Out My Back Door / Long As I Can See The Light,1970
1283,Brook Benton,Rainy Night In Georgia,1970
1284,Kenny Rogers and The First Edition,Something’s Burning,1970
1285,Chairmen Of The Board,Give Me Just A Little More Time,1970
1286,Edison Lighthouse,Love Grows,1970
1287,Beatles,The Long And Winding Road / For You Blue,1970
1288,Anne Murray,Snowbird,1970
1289,Marmalade,Reflections Of My Life,1970
1290,Eddie Holman,Hey There Lonely Girl,1970
1291,Jaggerz,The Rapper,1970
1292,Hollies,"He Ain’t Heavy, He’s My Brother",1970
1293,Alive and Kicking,"Tighter, Tighter",1970
1294,Badfinger,Come And Get It,1970
1295,Simon and Garfunkel,Cecelia,1970
1296,Charles Wright and The Watts 103rd Street Rhythm Band,Love Land,1970
1297,Tyrone Davis,Turn Back The Hands Of Time,1970
1298,Kinks,Lola,1970
1299,Mungo Jerry,In The Summertime,1970
1300,R. Dean Taylor,Indiana Wants Me,1970
1301,Rare Earth, I’m Losing You,1970
1302,Bobby Sherman,"Easy Come, Easy Go",1970
1303,Charles Wright and The Watts 103rd Street Rhythm Band,Express Yourself,1970
1304,Four Tops,Still Water,1970
1305,Chicago,Make Me Smile,1970
1306,Frijid Pink,House Of The Rising Sun,1970
1307,Chicago,25 Or 6 To 4,1970
1308,White Plains,My Baby Loves Lovin’,1970
1309,Friends Of Distinction,Love Or Let Me Be Lonely,1970
1310,Brotherhood Of Man,United We Stand,1970
1311,Carpenters,We’ve Only Just Begun,1970
1312,Mark Lindsay,Arizona,1970
1313,James Taylor,Fire And Rain,1970
1314,Gene Chandler,Groovy Situation,1970
1315,Santana,Evil Ways,1970
1316,Guess Who,No Time,1970
1317,Delfonics,Didn’t I,1970
1318,Elvis Presley,The Wonder Of You / Mama Liked The Roses,1970
1319,Creedence Clearwater Revival,Up Around The Bend / Run Through The Jungle,1970
1320,Ronnie Dyson, Why Can’t I Touch You,1970
1321,B.J. Thomas,I Just Can’t Help Believing,1970
1322,Spinners,It’s A Shame,1970
1323,Bobbi Martin,For The Love Of Him,1970
1324,Mountain,Mississippi Queen,1970
1325,Ike and Tina Turner,I Want To Take You Higher,1970
1327,Tee Set,Ma Belle Amie,1970
1328,Originals,The Bells,1970
1329,Christie,Yellow River,1970
1330,100 Proof Aged In Soul,Somebody’s Been Sleeping,1970
1331,Ides Of March,Vehicle,1970
1332,Pipkins,Gimme Dat Ding,1970
1333,Robin Mcnamara,Lay A Little Lovin’ On Me,1970
1334,Supremes,Up The Ladder To The Roof,1970
1335,Creedence Clearwater Revival,Travelin’ Band / Who’ll Stop The Rain,1970
1336,Sandpipers,Come Saturday Morning,1970
1337,Temptations,Psychedelic Shack,1970
1338,Tom Jones,Without Love,1970
1339,Pacific Gas and Electric,Are You Ready?,1970
1340,"Crosby, Stills, Nash and Young",Woodstock,1970
1342,New Seekers,Look What They’ve Done To My Song Ma,1970
1343,Joe South,Walk A Mile In My Shoes,1970
1344,B.B. King,The Thrill Is Gone,1970
1346,Aretha Franklin,Call Me,1970
1347,Three Dog Night,Joy To The World,1971
1348,Rod Stewart,Maggie May / Reason To Believe,1971
1349,Carole King,It’s Too Late / I Feel The Earth Move,1971
1350,Osmonds,One Bad Apple,1971
1351,Bee Gees,How Can You Mend A Broken Heart,1971
1352,Raiders,Indian Reservation,1971
1354,John Denver,"Take Me Home, Country Roads",1971
1355,Temptations,Just My Imagination,1971
1356,Dawn,Knock Three Times,1971
1357,Janis Joplin,Me And Bobby McGee,1971
1358,Al Green,Tired Of Being Alone,1971
1359,Honey Cone,Want Ads,1971
1360,Undisputed Truth,Smiling Faces Sometimes,1971
1361,Cornelius Brothers and Sister Rose,Treat Her Like A Lady,1971
1362,James Taylor,You’ve Got A Friend,1971
1363,Jean Knight,Mr. Big Stuff,1971
1364,Rolling Stones,Brown Sugar,1971
1365,Lee Michaels,Do You Know What I Mean,1971
1366,Joan Baez,The Night They Drove Old Dixie Down,1971
1367,Marvin Gaye,What’s Going On,1971
1368,Paul and Linda McCartney,Uncle Albert-Admiral Halsey,1971
1369,Bill Withers,Ain’t No Sunshine,1971
1370,Five Man Electrical Band,Signs,1971
1371,Tom Jones,She’s A Lady,1971
1372,Murray Head and The Trinidad Singers,Superstar,1971
1373,Free Movement,I Found Someone Of My Own,1971
1374,Jerry Reed,Amos Moses,1971
1375,Grass Roots,Temptation Eyes,1971
1377,George Harrison,My Sweet Lord / Isn’t It A Pity,1971
1378,Donny Osmond,Sweet And Innocent,1971
1379,Ocean,Put Your Hand In The Hand,1971
1380,Daddy Dewdrop,Chick-a-boom,1971
1381,Carpenters,For All We Know,1971
1382,Sammi Smith,Help Me Make It Through The Night,1971
1383,Carpenters,Rainy Days And Mondays,1971
1384,Gordon Lightfoot,If You Could Read My Mind,1971
1385,Cher,"Gypsy, Tramps And Thieves",1971
1386,Jackson 5,Never Can Say Goodbye,1971
1387,Lynn Anderson,Rose Garden,1971
1388,"Hamilton, Joe Frank and Reynolds",Don’t Pull Your Love,1971
1389,Ringo Starr,It Don’t Come Easy,1971
1390,Nitty Gritty Dirt Band,Mr. Bojangles,1971
1391,Fuzz,I Love You Foe All Seasons,1971
1392,Dramatics,Whatcha See Is Whatcha Get,1971
1393,Carly Simon,That’s The Way I’ve Always Heard It Should Be,1971
1394,Stevie Wonder,If You Really Love Me,1971
1396,Helen Reddy,I Don’t Know How To Love Him,1971
1397,Osmonds,Yo-yo,1971
1399,Partridge Family,Doesn’t Somebody Want To Be Wanted,1971
1400,Tommy James,Draggin’ The Line,1971
1402,Chicago,Beginnings / Color My World,1971
1403,Bells,Stay Awhile,1971
1404,Stampeders,Sweet City Woman,1971
1405,Lobo,Me And You And A Dog Named Boo,1971
1406,Paul McCartney,"Another Day / Oh Woman, Oh Why",1971
1407,Bread,If,1971
1408,Marvin Gaye,Mercy Mercy Me,1971
1409,Brewer and Shipley,One Toke Over The Line,1971
1410,8th Day,She’s Not Just Another Woman,1971
1411,Freda Payne,Bring The Boys Home,1971
1412,Rare Earth,I Just Want To Celebrate,1971
1413,Delaney and Bonnie and Friends,Never Ending Song Of Love,1971
1414,Freddy Hart,Easy Loving,1971
1415,Three Dog Night,Liar,1971
1416,Honey Cone,Stick-up,1971
1417,Mac and Katie Kissoon,Chirpy Chirpy Cheep Cheep,1971
1418,Andy Williams,Love Story,1971
1419,Cat Stevens,Wild World,1971
1420,Jerry Reed,"When You’re Hot, You’re Hot",1971
1421,Beginning Of The End,Funky Nassau,1971
1422,Olivia Newton-John,If Not For You,1971
1423,King Floyd,Groove Me,1971
1424,Bobby Goldsboro,Watching Scotty Grow,1971
1426,Judy Collins,Amazing Grace,1971
1427,Dave Edmunds,I Hear You Knocking,1971
1428,Bee Gees,Lonely Days,1971
1429,Fortunes,Here Comes That Rainy Day Feeling Again,1971
1430,Who,Won’t Get Fooled Again,1971
1431,Denise Lasalle,Trapped By A Thing Called Love,1971
1432,Jackson 5,Mama’s Pearl,1971
1433,Buoys,Timothy,1971
1434,Partridge Family,I Woke Up In Love This Morning,1971
1435,Isaac Hayes,Theme From “Shaft”,1971
1436,Gladys Knight and The Pips,If I Were Your Woman,1971
1437,Neil Diamond,I Am..I Said,1971
1438,Paul Stookey,Wedding Song,1971
1439,Wilson Pickett,"Don’t Knock My Love, Pt. 1",1971
1440,Doors,Love Her Madly,1971
1441,Richie Havens,Here Comes The Sun,1971
1442,Wadsworth Mansion,Sweet Mary,1971
1443,Brenda and The Tabulations,Right On The Tip Of My Tongue,1971
1444,Fifth Dimension,One Less Bell To Answer,1971
1445,Doors,Riders On The Storm,1971
1446,Perry Como,It’s Impossible,1971
1447,Roberta Flack,The First Time Ever I Saw Your Face,1972
1448,Gilbert O’Sullivan,Alone Again,1972
1449,Don McLean,American Pie,1972
1451,Sammy Davis Jr.,Candy Man,1972
1452,Joe Tex,I Gotcha,1972
1453,Bill Withers,Lean On Me,1972
1454,Mac Davis,Baby Don’t Get Hooked On Me,1972
1455,Melanie,Brand New Key,1972
1456,Wayne Newton,Daddy Dont You Walk So Fast,1972
1457,Al Green,Let’s Stay Together,1972
1458,Looking Glass,Brandy,1972
1459,Chi-Lites,Oh Girl,1972
1460,Gallery,Nice To Be With You,1972
1461,Chuck Berry,My Ding-A-Ling,1972
1462,Luther Ingram,If Loving You Is Wrong I Don’t Want To Be Right,1972
1463,Neil Young,Heart Of Gold,1972
1464,Stylistics,"Betcha By Golly, Wow",1972
1465,Staple Singers,I’ll Take You There,1972
1466,Michael Jackson,Ben,1972
1467,Robert John,The Lion Sleeps Tonight,1972
1468,Billy Preston,Outa-space,1972
1469,War,Slippin’ Into Darkness,1972
1470,Hollies,Long Cool Woman,1972
1471,Mouth and MacNeal,How Do You Do,1972
1472,Neil Diamond,Song Sung Blue,1972
1473,America,A Horse With No Name,1972
1474,Hot Butter,Popcorn,1972
1475,Main Ingredient,Everybody Plays The Fool,1972
1476,Climax,Precious And Few,1972
1477,5th Dimension,Last Night I Didn’t Get To Sleep At All,1972
1478,Moody Blues,Nights In White Satin,1972
1479,Raspberries,Go All The Way,1972
1480,Cornelius Brothers and Sister Rose,Too Late To Turn Back Now,1972
1481,O’Jays,Back Stabbers,1972
1482,Osmonds,Down By The Lazy River,1972
1483,Jonathan Edwards,Sunshine,1972
1484,Mel and Tim,Starting All Over Again,1972
1485,Badfinger,Day Atter Day,1972
1486,Elton John,Rocket Man,1972
1487,Michael Jackson,Rockin’ Robin,1972
1488,Daniel Boone,Beautiful Sunday,1972
1489,Dennis Coffey and The Detroit Guitar Band,Scorpio,1972
1490,Cat Stevens,Morning Has Broken,1972
1491,Arlo Guthrie,The City Of New Orleans,1972
1492,Rick Nelson,Garden Party,1972
1493,Johnny Nash,I Can See Clearly Now,1972
1494,Elvis Presley,Burning Love,1972
1495,Betty Wright,Clean Up Woman,1972
1496,Argent,Hold Your Head Up,1972
1497,Chakachas,Jungle Fever,1972
1498,Bread,Everything I Own,1972
1499,Dramatics,In The Rain,1972
1500,Al Green,Look What You Done For Me,1972
1501,Donna Fargo,The Happiest Girl In The Whole U.S.A.,1972
1502,T. Rex,Bang A Gong,1972
1503,Paul Simon,Mother And Child Reunion,1972
1504,Roberta Flack and Donny Hathaway,Where Is The Love,1972
1505,Al Green,I’m Still In Love With You,1972
1506,Derek and The Dominos,Layla,1972
1507,Aretha Franklin,Day Dreaming,1972
1508,Cher,The Way Of Love,1972
1509,Three Dog Night,Black And White,1972
1510,Dr. Hook and The Medicine Show,Sylvia’s Mother,1972
1511,Carpenters,Hurting Each Other,1972
1512,Nilsson,Coconut,1972
1514,Jim Croce,You Don’t Mess Around With Jim,1972
1515,Commander Cody and His Lost Planet Airmen,Hot Rod Lincoln,1972
1516,Sonny and Cher,A Cowboy’s Work Is Never Done,1972
1517,Apollo 100,Joy,1972
1518,Carly Simon,Anticipation,1972
1519,Three Dog Night,Never Been To Spain,1972
1520,Charlie Pride,Kiss An Angel Good Morning,1972
1521,Alice Cooper,School’s Out,1972
1522,Chicago,Saturday In The Park,1972
1523,Joe Simon,Drowning In The Sea Of Love,1972
1524,Bill Withers,Use Me,1972
1525,Sly and The Family Stone,Family Affair,1972
1526,Jimmy Castor Bunch,Troglodyte,1972
1527,Redbone,The Witch Queen Of New Orleans,1972
1528,Curtis Mayfield,Freddie’s Dead,1972
1529,Joe Simon,Power Of Love,1972
1530,Jerry Butler and Brenda Lee Eager,Ain’t Understanding Mellow,1972
1531,Harry Chapin,Taxi,1972
1532,Beverly Bremers,Don’t Say You Don’t Rememeer,1972
1534,Todd Rundgren,I Saw The Light,1972
1535,Sailcat,Motorcycle Mama,1972
1536,Godspell,Day By Day,1972
1537,Yes,Roundabout,1972
1538,Jackson Browne,Doctor My Eyes,1972
1539,New Seekers,I’d Like To Teach The World To Sing,1972
1540,Don Mclean,Vincent / Castles In The Air,1972
1541,Detroit Emeralds,Baby Let Me Take You,1972
1542,Rick Springfield,Speak To The Sky,1972
1544,Love Unlimited,Walking In The Rain With The One I Love,1972
1545,James Brown,"Good Foot, Pt. 1",1972
1546,Isley Bros.,Pop That Thang,1972
1547,Tony Orlando and Dawn,Tie A Yellow Ribbon ‘Round The Ole Oak Tree,1973
1548,Jim Croce,Bad Bad Leroy Brown,1973
1549,Roberta Flack,Killing Me Softly With His Song,1973
1550,Marvin Gaye,Let’s Get It On,1973
1552,Kris Kristofferson,Why Me,1973
1553,Elton John,Crocodile Rock,1973
1554,Billy Preston,Will It Go Round In Circles,1973
1555,Carly Simon,You’re So Vain,1973
1556,Diana Ross,Touch Me In The Morning,1973
1557,Vicki Lawrence,The Night The Lights Went Out In Georgia,1973
1558,Clint Holmes,Playground In My Mind,1973
1559,Stories,Brother Louie,1973
1560,Helen Reddy,Delta Dawn,1973
1561,Billy Paul,Me And Mrs. Jones,1973
1562,Edgar Winter Group,Frankenstein,1973
1563,Dobie Gray,Drift Away,1973
1564,Sweet,Little Willy,1973
1565,Stevie Wonder,You Are The Sunshine Of My Life,1973
1566,Cher,Half Breed,1973
1567,Isley Bros.,That Lady,1973
1568,Sylvia,Pillow Talk,1973
1569,Grand Funk Railroad,We’re An American Band,1973
1570,Dr. John,"Right Place, Wrong Time",1973
1571,Skylark,Wildflower,1973
1572,Stevie Wonder,Superstition,1973
1573,Paul Simon,Loves Me Like A Rock,1973
1574,Maureen McGovern,The Morning After,1973
1575,John Denver,Rocky Mountain High,1973
1576,Stealers Wheel,Stuck In The Middle With You,1973
1577,Three Dog Night,Shambala,1973
1578,O’Jays,Love Train,1973
1579,Barry White,I’m Gonna Love You Just A Little More,1973
1580,Tony Orlando and Dawn,"Say, Has Anybody Seen My Sweet Gypsy Rose",1973
1581,Eddie Kendricks,Keep On Truckin’,1973
1582,King Harvest,Dancing In The Moonlight,1973
1583,Anne Murray,Danny’s Song,1973
1584,Bobby “Boris” Pickett and The Crypt Kickers,Monster Mash,1973
1585,Bloodstone,Natural High,1973
1586,Seals and Crofts,Diamond Girl,1973
1587,Doobie Brothers,Long Train Running,1973
1588,George Harrison,Give Me Love,1973
1589,Sly and The Family Stone,If You Want Me To Stay,1973
1591,Gladys Knight and The Pips,Neither One Of Us,1973
1592,New York City,I’m Doing Fine Now,1973
1593,Spinners,Could It Be I’m Falling In Love,1973
1594,Elton John,Daniel,1973
1595,Gladys Knight and The Pips,Midnight Train To Georgia,1973
1596,Deep Purple,Smoke On The Water,1973
1597,Dr. Hook and The Medicine Show,The Cover Of Rolling Stone,1973
1598,Charlie Rich,Behind Closed Doors,1973
1599,Loggins and Messina,Your Mama Don’t Dance,1973
1600,Chicago,Feelin’ Stronger Every Day,1973
1601,War,The Cisco Kid,1973
1602,Wings,Live And Let Die,1973
1603,Hurricane Smith,"Oh, Babe, What Would You Say?",1973
1604,Johnnie Taylor,I Believe In You,1973
1605,Carpenters,Sing,1973
1606,Four Tops,Ain’t No Woman,1973
1607,Eric Weissberg and Steve Mandel,Dueling Banjos,1973
1608,Stevie Wonder,Higher Ground,1973
1609,Al Green,Here I Am,1973
1610,B.W. Stevenson,My Maria,1973
1611,Curtis Mayfield,Superfly,1973
1612,Gilbert O’Sullivan,Get Down,1973
1613,Edward Bear,Last Song,1973
1614,Steely Dan,Reelin’ In The Years,1973
1615,Focus,Hocus Pocus,1973
1616,Carpenters,Yesterday Once More,1973
1617,Bette Midler,Boogie Woogie Bugle Boy,1973
1618,Gilbert O’Sullivan,Clair,1973
1619,Steely Dan,Do It Again,1973
1620,Paul Simon,Kodachrome,1973
1621,Timmy Thomas,Why Can’t We Live Together,1973
1622,Tower Of Power,So Very Hard To Go,1973
1624,Johnny Rivers,Rockin’ Pneumonia And The Boogie Woogie Flu,1973
1625,Allman Brothers,Ramblin’ Man,1973
1626,Temptations,Masterpiece,1973
1627,Helen Reddy,Peaceful,1973
1628,Spinners,One Of A Kind,1973
1629,Donna Fargo,Funny Face,1973
1630,Ohio Players,Funky Worm,1973
1631,Rolling Stones,Angie,1973
1632,Blue Ridge Rangers,Jambalaya,1973
1633,Lobo,Don’t Expect Me To Be Your Friend,1973
1634,Stylistics,Break Up To Make Up,1973
1635,Jud Strunk,Daisy A Day,1973
1636,Deodato,Also Sprach Zarathustra,1973
1637,Johnny Nash,Stir It Up,1973
1639,War,Gypsy Man,1973
1640,War,The World Is A Ghetto,1973
1641,Pointer Sisters,Yes We Can Can,1973
1642,Edgar Winter Group,Free Ride,1973
1643,David Bowie,Space Oddity,1973
1644,Albert Hammond,It Never Rains In Southern California,1973
1645,Donny Osmond,The Twelfth Of Never,1973
1646,Temptations,Papa Was A Rolling Stone,1973
1647,Barbra Streisand,The Way We Were,1974
1648,Terry Jacks,Seasons In The Sun,1974
1649,Love Unlimited Orchestra,Love’s Theme,1974
1650,Redbone,Come And Get Your Love,1974
1651,Jackson 5,Dancing Machine,1974
1653,MFSB,TSOP,1974
1654,Ray Stevens,The Streak,1974
1655,Elton John,Bennie And The Jets,1974
1656,Mac Davis,One Hell Of A Woman,1974
1657,Aretha Franklin,Until You Come Back To Me,1974
1658,Kool and The Gang,Jungle Boogie,1974
1659,Maria Muldaur,Midnight At The Oasis,1974
1660,Stylistics,You Make Me Feel Brand New,1974
1661,Al Wilson,Show And Tell,1974
1662,Jim Stafford,Spiders And Snakes,1974
1663,David Essex,Rock On,1974
1664,John Denver,Sunshine On My Shoulder,1974
1665,Blue Magic,Sideshow,1974
1667,Bo Donaldson and The Heywoods,Billy Don’t Be A Hero,1974
1668,Paul McCartney and Wings,Band On The Run,1974
1669,Charlie Rich,The Most Beautiful Girl,1974
1670,Jim Croce,Time In A Bottle,1974
1671,John Denver,Annie’s Song,1974
1672,Olivia Newton-John,Let Me Be There,1974
1673,Gordon Lightfoot,Sundown,1974
1674,Paul Anka, Having My Baby,1974
1675,Andy Kim,Rock Me Gently,1974
1676,Eddie Kendricks,Boogie Down,1974
1677,Ringo Starr,You’re Sixteen,1974
1678,Olivia Newton-John,If You Love Me,1974
1679,Cher,Dark Lady,1974
1680,Gladys Knight and The Pips,Best Thing That Ever Happened To Me,1974
1681,Roberta Flack,Feel Like Makin’ Love,1974
1682,Main Ingredient,Just Don’t Want To Be Lonely,1974
1683,Billy Preston,Nothing From Nothing,1974
1684,George McCrae,Rock Your Baby,1974
1685,Carpenters,Top Of The World,1974
1686,Steve Miller Band,The Joker,1974
1687,Gladys Knight and The Pips,I’ve Got To Use My Imagination,1974
1688,Three Dog Night,The Show Must Go On,1974
1689,Hues Corporation,Rock The Boat,1974
1690,Brownsville Station,Smokin’ In The Boy’s Room,1974
1691,Stevie Wonder,Living For The City,1974
1692,Paper Lace,The Night Chicago Died,1974
1693,Dionne Warwick and The Spinners,Then Came You,1974
1694,Marvin Hamlisch,The Entertainer,1974
1696,Hollies,The Air That I Breathe,1974
1697,Steely Dan,Rikki Don’t Lose That Number,1974
1699,Joni Mitchell,Help Me,1974
1700,Anne Murray,You Won’t See Me,1974
1701,Barry White,"Never, Never Gonna Give You Up",1974
1702,Rufus,Tell Me Something Good,1974
1703,Helen Reddy,You And Me Against The World,1974
1704,Righteous Brothers,Rock And Roll Heaven,1974
1705,Kool and The Gang,Hollywood Swinging,1974
1706,William Devaughn,Be Thankful For What You Got,1974
1707,Johnny Bristol,Hang On In There Baby,1974
1708,Mocedades,Eres Tú,1974
1709,Bachman-Turner Overdrive,Takin’ Care Of Business,1974
1710,Golden Earring,Radar Love,1974
1711,Dave Loggins,Please Come To Boston,1974
1712,Wet Willie,Keep On Smilin’,1974
1713,Bobby Womack,Lookin’ For A Love,1974
1714,O’Jays,Put Your Hands Together,1974
1715,Gladys Knight and The Pips,On And On,1974
1716,Cat Stevens,Oh Very Young,1974
1717,Helen Reddy,Leave Me Alone,1974
1718,Elton John,Goodbye Yellow Brick Road,1974
1719,Chicago,I’ve Been Searchin’ So Long,1974
1720,Ringo Starr,Oh My My,1974
1721,O’Jays,For The Love Of Money,1974
1722,Eric Clapton,I Shot The Sheriff,1974
1723,Paul McCartney and Wings,Jet,1974
1724,Elton John,Don’t Let The Sun Go Down On Me,1974
1725,Mike Oldfield,Tubular Bells,1974
1726,Anne Murray,A Love Song,1974
1727,Donny and Marie Osmond,I’m Leaving It All Up To You,1974
1728,Todd Rundgren,"Hello, It’s Me",1974
1729,Tom T. Hall,I Love,1974
1730,Guess Who,Clap For The Wolfman,1974
1731,Jim Croce,I’ll Have To Say I Love You In A Song,1974
1732,Sister Janet Mead,The Lord’s Prayer,1974
1733,Lamont Dozier,Trying To Hold On To My Woman,1974
1734,Stevie Wonder,Don’t You Worry ‘Bout A Thing,1974
1735,Charlie Rich,A Very Special Love Song,1974
1736,Jim Stafford,My Girl Bill,1974
1737,Diana Ross and Marvin Gaye,My Mistake Was To Love You,1974
1738,Paul McCartney and Wings,Helen Wheels,1974
1739,Jim Stafford,Wildwood Weed,1974
1740,First Class,Beach Baby,1974
1741,War,Me And Baby Brother,1974
1742,Stylistics,Rockin’ Roll Baby,1974
1743,Olivia Newton-John,I Honestly Love You,1974
1744,Chicago,Call On Me,1974
1746,Spinners,"Mighty Love, Pt. 1",1974
1747,Captain and Tennille,Love Will Keep Us Together,1975
1748,Glen Campbell,Rhinestone Cowboy,1975
1749,Elton John,Philadelphia Freedom,1975
1750,Freddy Fender,Before The Next Teardrop Falls,1975
1751,Frankie Valli,My Eyes Adored You,1975
1752,"Earth, Wind and Fire",Shining Star,1975
1753,David Bowie,Fame,1975
1754,Neil Sedaka,Laughter In The Rain,1975
1755,Eagles,One Of These Nights,1975
1756,John Denver,Thank God I’m A Country Boy,1975
1757,Bee Gees,Jive Talkin’,1975
1758,Eagles,Best Of My Love,1975
1759,Minnie Riperton,Lovin’ You,1975
1760,Carl Douglas,Kung Fu Fighting,1975
1761,Doobie Brothers,Black Water,1975
1762,Sweet,Ballroom Blitz,1975
1763,B.J. Thomas, Another Somebody Done Somebody Wrong Song,1975
1764,Tony Orlando and Dawn,He Don’t Love You,1975
1765,Janis Ian,At Seventeen,1975
1766,Average White Band,Pick Up The Pieces,1975
1767,Van McCoy and The Soul City Symphony,The Hustle,1975
1768,Labelle,Lady Marmalade,1975
1769,War,Why Can’t We Be Friends?,1975
1770,Major Harris,Love Wont Let Me Wait,1975
1771,Stevie Wonder,Boogie On Reggae Woman,1975
1772,Freddy Fender,Wasted Days And Wasted Nights,1975
1773,Isley Brothers,"Fight The Power, Pt. 1",1975
1774,Helen Reddy,Angie Baby,1975
1775,Ozark Mountain Daredevil,Jackie Blue,1975
1777,Pilot,Magic,1975
1778,Carpenters,Please Mr. Postman,1975
1779,America,Sister Golden Hair,1975
1780,Elton John,Lucy In The Sky With Diamonds,1975
1781,Barry Manilow,Mandy,1975
1782,Olivia Newton-John,Have You Never Been Mellow,1975
1783,Barry Manilow,Could It Be Magic,1975
1784,Harry Chapin,Cat’s In The Cradle,1975
1785,Michael Murphy,Wildfire,1975
1786,Jessi Colter,I’m Not Lisa,1975
1787,Wings,Listen To What The Man Said,1975
1788,10cc,I’m Not In Love,1975
1789,Billy Swan,I Can Help,1975
1790,"Hamilton, Joe Frank and Reynolds",Fallin’ In Love,1975
1791,Morris Albert,Feelings,1975
1792,Sammy Johns,Chevy Van,1975
1794,Barry White,"You’re The First, The Last, My Everthing",1975
1795,Olivia Newton-John,Please Mr Please,1975
1796,Linda Ronstadt,You’re No Good,1975
1797,Bazuka,Dynomite,1975
1798,Blackbyrds,Walking In Rhythm,1975
1799,Gladys Knight and The Pips,The Way We Were / Try To Remember,1975
1800,Melissa Manchester,Midnight Blue,1975
1801,Sugarloaf,"Don’t Call Us, We’ll Call You",1975
1802,Phoebe Snow,Poetry Man,1975
1803,Ace,How Long,1975
1804,B.T. Express,Express,1975
1805,"Earth, Wind and Fire",That’s The Way Of The World,1975
1806,Styx,Lady,1975
1807,Grand Funk,Bad Time,1975
1808,Alice Cooper,Only Women Bleed,1975
1809,Carol Douglas,Doctor’s Orders,1975
1810,K.C. and The Sunshine Band,Get Down Tonight,1975
1811,Joe Cocker,You Are So Beautiful / It’s A Sin When You Love Somebody,1975
1812,Paul Anka and Odia Coates,One Man Woman-One Woman Man,1975
1815,Orleans,Dance With Me,1975
1816,Average White Band,Cut The Cake,1975
1818,Paul Anka,I Don’t Like To Sleep Alone,1975
1819,Donny and Marie Osmond,Morning Side Of The Mountain,1975
1820,Grand Funk,Some Kind Of Wonderful,1975
1821,Three Degrees,When Will I See You Again,1975
1822,Joe Simon,"Get Down, Get Down",1975
1823,John Denver,I’m Sorry / Calypso,1975
1824,Queen,Killer Queen,1975
1825,Eddie Kendricks,Shoeshine Boy,1975
1826,B.T. Express,Do It,1975
