,Artist,Title,Year
33,Aerosmith,Angel,1988
34,Bangles,Hazy Shade Of Winter,1988
35,Michael Jackson,The Way You Make Me Feel,1988
36,Bobby McFerrin,"Don’t Worry, Be Happy",1988
37,Eric Carnen,Make Me Lose Control,1988
38,UB40,Red Red Wine,1988
39,Patric Swayze,She’s Like The Wind,1988
40,Bon Jovi,Bad Medicine,1988
41,Beach Boys,Kokomo,1988
42,Elton John,I Don’t Wanna Go On With You Like That,1988
43,Rick Astley,Together Forever,1988
44,George Michael,Monkey,1988
45,INXS,Devil Inside,1988
46,Richard Marx,Should’ve Known Better,1988
47,Chicago,I Don’t Wanna Live Without Your Love,1988
48,Kylie Minogue,The Loco-Motion,1988
49,Pet Shop Boys and Dusty Springfield,What Have I Done To Deserve This?,1988
50,Jets,Make It Real,1988
51,Information Society,What’s On Your Mind,1988
52,Taylor Dayne,Tell It To My Heart,1988
53,Debbie Gibson,Out Of The Blue,1988
54,Jody Watley,Don’t You Want Me,1988
55,U2,Desire,1988
56,Belinda Carlisle,I Get Weak,1988
57,Terence Trent d’Arby,Sign Your Name,1988
58,Roger,I Want To Be Your Man,1988
59,Pebbles,Girlfriend,1988
60,Michael Jackson,Dirty Diana,1988
61,Gloria Estefan and Miami Sound Machine,1 2 3 4,1988
62,Pebbles,Mercedes Boy,1988
63,Huey Lewis and The News,Perfect World,1988
64,INXS,New Sensation,1988
65,Pretty Poison,Catch Me (I’m Falling),1988
66,New Edition,If It Isn’t Love,1988
67,Jets,Rocket 2 U,1988
68,Peter Cetera,One Good Woman,1988
69,Cheap Trick,Don’t Be Cruel,1988
70,Elton John,Candle In The Wind,1988
71,Daryl Hall and John Oates,Everything Your Heart Desires,1988
72,Foreigner,Say You Will,1988
73,Keith Sweat,I Want Her,1988
74,Natalie Cole,Pink Cadillac,1988
75,Tracy Chapman,Fast Car,1988
76,Icehouse,Electric Blue,1988
77,Bruce Hornsby and The Range,The Valley Road,1988
78,Bobby Brown,Don’t Be Cruel,1988
79,Pet Shop Boys,Always On My Mind,1988
80,Brenda Russell feat. Joe Esposito,Piano In The Dark,1988
81,Van Halen,When It’s Love,1988
82,Paul Carrack,Don’t Shed A Tear,1988
83,Sting,We’ll Be Together,1988
84,Joan Jett and The Blackhearts,I Hate Myself For Loving You,1988
85,Foreigner,I Don’t Want To Live Without You,1988
86,Al B. Sure!,Nite And Day,1988
87,Steve Winwood,Don’t You Know What The Night Can Do,1988
88,Whitney Houston,One Moment In Time,1988
89,Gloria Estefan and Miami Sound Machine,Can’t Stay Away From You,1988
90,George Michael,Kissing A Fool,1988
91,John Cougar Mellancamp,Cherry Bomb,1988
92,Brenda K. Starr,I Still Believe,1988
93,Cher,I Found Someone,1988
94,INXS,Never Tear Us Apart,1988
95,Steve Windwood,Valerie,1988
96,David Lee Roth,Just Like Paradise,1988
97,Poison,Nothin’ But A Good Time,1988
98,White Lion,Wait,1988
99,Taylor Dayne,Prove Your Love,1988
0,Chicago,Look Away,1989
1,Bobby Brown,My Prerogative,1989
2,Poison,Every Rose Has Its Thorn,1989
3,Paula Abdul,Straight Up,1989
4,Janet Jackson,Miss You Much,1989
5,Paula Abdul,Cold Hearted,1989
6,Bette Midler,Wind Beneath My Wings,1989
7,Milli Vanilli,Girl You Know Its True,1989
8,Will To Power,"Baby, I Love Your Way-Freebird",1989
9,Anita Baker,Giving You The Best That I Got,1989
10,Richard Marx,Right Here Waiting,1989
11,Boy Meets Girl,Waiting For A Star To Fall,1989
12,Debbie Gibson,Lost In Your Eyes,1989
13,Gloria Estefan,Don’t Wanna Lose You,1989
14,Warrant,Heavan,1989
15,Milli Vanilli,Girl I’m Gonna Miss You,1989
16,Roxette,The Look,1989
17,Fine Young Cannibals,She Drives Me Crazy,1989
18,Bobby Brown,On Our Own,1989
19,Phil Collins,Two Hearts,1989
20,Milli Vanilli,Blame It On The Rain,1989
21,Roxette,Listen To Your Heart,1989
22,Bon Jovi,I’ll Be There For You,1989
23,Simply Red,If You Don’t Know Be By Now,1989
24,Madonna,Like A Prayer,1989
25,New Kids On The Block,I’ll Be Loving You (Forever),1989
26,Breathe,How Can I Fall?,1989
27,Milli Vanilli,Baby Don’t Forget My Number,1989
28,Martika,Toy Solider,1989
29,Paula Abdul,Forever Your Girl.,1989
30,Mike and The Mechanics,The Living Years,1989
31,The Bangles,Eternal Flame,1989
32,Tone Loc,Wild Thing,1989
33,Bad English,When I See You Smile,1989
34,Cher,If I Could Turn Back Time,1989
35,Neneh Cherry,Buffalo Stance,1989
36,Sheriff,When I’m With You,1989
37,Taylor Dayne,Don’t Rush Me,1989
38,Bon Jovi,Born To Be My Baby,1989
39,Fine Young Cannibals,Good Thing,1989
40,Sheena Easton,The Lover In Me,1989
41,Young M.C.,Bust A Move,1989
42,Great White,"Once Bitten, Twice Shy",1989
43,Prince,Batdance,1989
44,Michael Damian,Rock On,1989
45,Jody Watley,Real Love,1989
46,B-52’s,Love Shack,1989
47,Bobby Brown,Every Little Step,1989
48,New Kids On The Block,Hangin’ Tough,1989
49,Rod Stewart,My Heart Can’t Tell You No,1989
50,Love and Rockets,So Alive,1989
51,New Kids On The Block,You Got It (The Right Stuff),1989
52,Def Leppard,Armageddon It,1989
53,Richard Marx,Satisfied,1989
54,Madonna,Express Yourself,1989
55,Dino,I Like It,1989
56,Donny Osmond,Soldier Of Love,1989
57,Tears For Fears,Sowing The Seeds Of Love,1989
58,Madonna,Cherish,1989
59,White Lion,When The Children Cry,1989
60,Skid Row,18 And Life,1989
61,Duran Duran,I Don’t Want Your Love,1989
62,.38 Special,Second Chances,1989
63,Karyn White,The Way You Love Me,1989
64,Tone Loc,Funky Cold Medina,1989
65,Bangles,In Your Room,1989
66,Natalie Cole,Miss You Like Crazy,1989
67,Cure,Love Song,1989
68,Karyn White,Secret Rendesvous,1989
69,Jeff Healey Band,Angel Eyes,1989
70,Guns N’ Roses,Patience,1989
71,Eddie Money,Walk On Water,1989
72,New Kids On The Block,Cover Girl,1989
73,Guns N’ Roses,Welcom To The Jungle,1989
74,Surface,Shower Me With Your Love,1989
75,R.E.M.,Stand,1989
76,Lita Ford,Close My Eyes Forever,1989
77,Tiffany,All This Time,1989
78,Cher and Peter Cetera,After All,1989
79,Bobby Brown,Roni,1989
80,Aerosmith,Love In An Elevator,1989
81,Bon Jovi,Lay Your Hands On Me,1989
82,When In Rome,This Promise,1989
83,Edie Brickell and The New Bohemians,What I Am,1989
84,Boys Club,I Remember Holding You,1989
85,Guns N’ Roses,Paradise City,1989
86,Samantha Fox,Iwanna Have Some Fun,1989
87,Rick Astley,She Wants To Dance With Me,1989
88,Vanessa Williams,Dreamin’,1989
89,Babyface,It’s No Crime,1989
90,Alice Cooper,Poison,1989
91,Donna Summer,This Time I Know It’s For Real,1989
92,Michael Jackson,Smooth Criminal,1989
93,Deon Estus,Heavan Help Me,1989
94,Bobby Brown,Rock Wit’cha,1989
95,Sa-fire,Thinking Of You,1989
96,Expose,What You Don’t Know,1989
97,Ann Wilson and Robin Zander,Surrender To Me,1989
98,Don Henley,The End Of The Innocence,1989
99,Soul II Soul,Keep On Movin,1989
0,Wilson Phillips,Hold On,1990
1,Roxette,It Must Have Been Love,1990
2,Sinead O’Connor,Nothing Compares 2 U,1990
3,Bell Biv Devoe,Poison,1990
4,Madonna,Vogue,1990
5,Mariah Carey,Vision Of Love,1990
6,Phil Collins,Another Day In Paradise,1990
7,En Vogue,Hold On,1990
8,Billy Idol,Cradle Of Love,1990
9,Jon Bon Jovi,Blaze Of Glory,1990
10,Bell Biv Devoe,Do Me!,1990
11,Michael Bolton,How Am I Supposed To Live Without You,1990
12,Technotronic,Pump Up The Jam,1990
13,Paula Abdul,Opposites Attract,1990
14,Janet Jackson,Escapade,1990
15,Heart,All I Wanna Do Is Make Love To You,1990
16,Maxi Priest,Close To You,1990
17,Alannah Myles,Black Velvet,1990
18,Wilson Phillips,Release Me,1990
19,Linda Ronstadt and Aaron Neville,Don’t Know Much,1990
20,Lisa Stansfield,All Around The World,1990
21,Calloway,I Wanna Be Rich,1990
22,Johnny Gill,Rub You The Right Way,1990
23,Glenn Medeiros feat. Bobby Brown,She Ain’t Worth It,1990
24,Sweet Sensation,If Wishes Came True,1990
25,Snap,The Power,1990
26,Nelson,(Can’t Live Without Your) Love And Affection,1990
27,Taylor Dayne,Love Will Lead You Back,1990
28,Jane Child,Don’t Wanna Fall In Love,1990
29,Seduction,Two To Make It Right,1990
30,Linear,Sending All My Love,1990
31,Poison,Unskinny Bop,1990
32,New Kids On The Block,Step By Step,1990
33,Roxette,Dangerous,1990
34,Billy Joel,We Didn’t Start The Fire,1990
35,James Ingram,I Don’t Have The Heart,1990
36,Rod Stewart,Downtown Train,1990
37,Janet Jackson,Rhythm Nation,1990
38,Tommy Page,I’ll Be Your Everything,1990
39,B-52’s,Roam,1990
40,Jody Watley,Everything,1990
41,Soul II Soul,Back To Life,1990
42,Luther Vandross,Here And Now,1990
43,Janet Jackson,Alright,1990
44,Vanilla Ice,Ice Ice Baby,1990
45,Milli Vanilli,Blame It On The Rain,1990
46,M.C. Hammer,Have You Seen Her,1990
47,Taylor Dayne,With Every Beat Of My Heart,1990
48,Janet Jackson,Come Back To Me,1990
49,Michel’le,No More Lies,1990
50,George Michael,Praying For Time,1990
51,Michael Bolton,How Can We Be Lovers,1990
52,Phil Collins,Do You Remember,1990
53,After 7,Ready Or Not,1990
54,M.C. Hammer,U Can’t Touch This,1990
55,Phil Collins,I Wish It Would Rain Down,1990
56,Lou Gramm,Just Between You And Me,1990
57,Phil Collins,Something Happened On The Way To Heaven,1990
58,Janet Jackson,Black Cat,1990
59,After 7,Can’t Stop,1990
60,Aerosmith,Janie’s Got A Gun,1990
61,Digital Underground,The Humpty Dance,1990
62,Taylor Dayne,I’ll Be Your Shelter,1990
63,Tom Petty,Free Fallin’,1990
64,Pebbles,Giving You The Benefit,1990
65,Depeche Mode,Enjoy The Silence,1990
66,Tesla,Love Song,1990
67,Bad English,Price Of Love,1990
68,Tyler Collins,Girls Nite Out,1990
69,Go West,King Of Wishful Thinking,1990
70,Chicago,What Kind Of Man Would I Be?,1990
71,Skid Row,I Remember You,1990
72,Technotronic,Get Up! (Before The Night Is Over),1990
73,Gloria Estefan,Here We Are,1990
74,Faith No More,Epic,1990
75,Mariah Carey,Love Takes Time,1990
76,Cher,Just Like Jesse James,1990
77,B-52s,Love Shack,1990
78,Milli Vanilli,All Or Nothing,1990
79,Dino,Romeo,1990
80,Black Box,Everybody Everybody,1990
81,Billy Joel,I Go To Extremes,1990
82,Babyface,Whip Appeal,1990
83,Paul Young,Oh Girl,1990
84,D-Mob With Cathy Dennis,C’mon And Get My Love,1990
85,Paula Abdul,(It’s Just) The Way That You Love Me,1990
86,The Cover Girls,We Can’t Go Wrong,1990
87,Michael Bolton,When I’m Back On My Feet Again,1990
88,Keith Sweat,Make You Sweat,1990
89,New Kids On The Block,This One’s For The Children,1990
90,Aerosmith,What It Takes,1990
91,Kiss,Forever,1990
92,The Time,Jerk Out,1990
93,Biz Markie,Just A Friend,1990
94,A’me Lorain,Whole Wide World,1990
95,Motley Crue,Without You,1990
96,Jive Bunny and The Master Mixers,Swing The Mood,1990
97,Prince,Thieves In The Temple,1990
98,Mellow Man Ace,Mentirosa,1990
99,Kyper,Tic-Tac-Toe,1990
0,Bryan Adams,(Everything I Do) I Do It For You,1991
1,Color Me Badd,I Wanna Sex You Up,1991
2,C+C Music Factory,Gonna Make You Sweat,1991
3,Paula Abdul,Rush Rush,1991
4,Timmy T,One More Try,1991
5,EMF,Unbelievable,1991
6,Extreme,More Than Words,1991
7,Hi-Five,I Like The Way (The Kissing Game),1991
8,Surface,The First Time,1991
9,Amy Grant,"Baby, Baby",1991
10,Boyz II Men,Motownphilly,1991
11,Stevie B,Because I Love You (The Postman Song),1991
12,Mariah Carey,Someday,1991
13,Damn Yankees,High Enough,1991
14,Bette Midler,From A Distance,1991
15,Whitney Houston,All The Man That I Need,1991
16,Jesus Jones,"Right Here, Right Now",1991
17,Color Me Badd,I Adore Mi Amor,1991
18,Janet Jackson,Love Will Never Do (Without You),1991
19,Marky Mark and The Funky Bunch feat. Loleatta Holloway,Good Vibrations,1991
20,Madonna,Justify My Love,1991
21,Mariah Carey,Emotions,1991
22,Roxette,Joyride,1991
23,Karyn White,Romantic,1991
24,Tara Kemp,Hold You Tight,1991
25,Mariah Carey,I Don’t Wanna Cry,1991
26,Wilson Phillips,You’re In Love,1991
27,Amy Grant,Every Heartbeat,1991
28,Ralph Tresvant,Sensitivity,1991
29,Cathy Dennis,Touch Me (All Night Long),1991
30,Londonbeat,I’ve Been Thinking About You,1991
31,Natural Selection,Do Anything,1991
32,R.E.M.,Losing My Religion,1991
33,Gloria Estefan,Coming Out Of The Dark,1991
34,Lenny Kravitz,It Ain’t Over ‘Til It’s Over,1991
35,C+C Music Factory,Here We Go,1991
36,Celine Dion,Where Does My Heart Beat Now,1991
37,D.J. Jazzy Jeff and The Fresh Prince,Summertime,1991
38,Scorpions,Wind Of Change,1991
39,Rhythm Syndicate,P.A.S.S.I.O.N.,1991
40,Paula Abdul,The Promise Of A New Day,1991
41,Whitney Houston,I’m Your Baby Tonight,1991
42,Firehouse,Love Of A Lifetime,1991
43,Roxette,Fading Like A Flower (Every Time You Leave),1991
44,Tracie Spencer,This House,1991
45,Extreme,Hole Hearted,1991
46,Luther Vandross,Power Of Love-Love Power,1991
47,Wilson Phillips,Impulsive,1991
48,Michael Bolton,Love Is A Wonderful Thing,1991
49,Rod Stewart,Rhythm Of My Heart,1991
50,C+C Music Factory,Things That Make You Go Hmmmm…,1991
51,Divinyls,I Touch Myself,1991
52,DMA,Tom’s Diner,1991
53,Another Bad Creation,Iesha,1991
54,Bonnie Raitt,Something To Talk About,1991
55,Nelson,After The Rain,1991
56,Vanilla Ice,Play That Funky Music,1991
57,Corina,Temptation,1991
58,Bryan Adams,Can’t Stop This Thing We Started,1991
59,Hi-Five,I Can’t Wait Another Minute,1991
60,The KLF,3 A.M. Eternal,1991
61,Michael Bolton,Time. Love And Tenderness,1991
62,Enigrna,Saideness Part I,1991
63,LL Cool J,Around The Way Girl,1991
64,Escape Club,I’ll Be There,1991
65,Prince And The N.P.G.,Cream,1991
66,Heavy D. and The Boyz,Now That We Found Love,1991
67,Styx,Show Me The Way,1991
68,Mariah Carey,Love Takes Time,1991
69,Rick Astley,Cry For Help,1991
70,UB40,The Way You Do The Things You Do,1991
71,UB40,Here I Am (Come And Take Me),1991
72,Tesla,Signs,1991
73,Cathy Dennis,Too Many Walls,1991
74,Seal,Crazy,1991
75,Keith Sweat,I’ll Give All My Love To You,1991
76,Michael W. Smith,Place In This World,1991
77,Poison,Something To Believe In,1991
78,Chris Issak,Wicked Game,1991
79,Oleta Adams,Get Here,1991
80,Tevin Campbell,Round And Round,1991
81,Queensryche,Silent Lucidity,1991
82,Will To Power,I’m Not In Love,1991
83,Tara Kemp,Piece Of My Heart,1991
84,Jesus Jones,Real Real Real,1991
85,Cathy Dennis,Just Another Dream,1991
86,Aaron Neville,Everybody Plays The Fool,1991
87,Black Box,Strike It Up,1991
88,Gerardo,Rico Suave,1991
89,INXS,Disappear,1991
90,Deee-Lite,Groove Is In The Heart,1991
91,Sting,All This Time,1991
92,Chesney Hawkes,The One And Only,1991
93,Naughty By Nature,O.P.P.,1991
94,George Michael,Freedom 90,1991
95,Warrent,I Saw Red,1991
96,Winger,Miles Away,1991
97,Salt-N-Pepa,Do You Want Me,1991
98,Rod Stewart,The Motown Song,1991
99,R.E.M.,Shiny Happy People,1991
0,Boyz II Men,End Of The Road,1992
1,Sir Mix A-lot,Baby Got Back,1992
2,Kris Kross,Jump,1992
3,Vanessa Williams,Save The Best For Last,1992
4,TLC,Baby-Baby-Baby,1992
5,Eric Clapton,Tears In Heaven,1992
6,En Vogue,My Lovin’ (You’re Never Gonna Get It),1992
7,Red Hot Chili Peppers,Under The Bridge,1992
8,Color Me Badd,All 4 Love,1992
9,Jon Secada,Just Another Day,1992
10,Shanice,I Love Your Smile,1992
11,Mr. Big,To Be With You,1992
12,Right Said Fred,I’m Too Sexy,1992
13,Michael Jackson,Black Or White,1992
14,Billy Ray Cyrus,Achy Breaky Heart,1992
15,Mariah Carey,I’ll Be There,1992
16,Guns N’ Roses,November Rain,1992
17,Tom Cochrane,Life Is A Highway,1992
18,Michael Jackson,Remember The Time,1992
19,CeCe Peniston,Finally,1992
20,Madonna,This Used To Be My Playground,1992
21,Patty Smyth,Sometimes Love Just Ain’t Enough,1992
22,Mariah Carey,Can’t Let Go,1992
23,House Of Pain,Jump Around,1992
24,Prince and The N.P.G.,Diamonds And Pearls,1992
25,George Michael and Elton John,Don’t Let The Sun Go Down On Me,1992
26,Atlantic Starr,Masterpiece,1992
27,Celine Dion,If You Asked Me To,1992
28,En Vogue,Giving Him Something He Can Feel,1992
29,Joe Public,Live And Learn,1992
30,Jodeci,Come & Talk To Me,1992
31,Nirvana,Smells Like Teen Spirit,1992
32,Bobby Brown,Humpin’ Around,1992
33,Sophie B. Hawkins,Damn I Wish I Was Your Lover,1992
34,Teven Campbell,Tell Me What You Want Me To Do,1992
35,TLC,Ain’t 2 Proud 2 Beg,1992
36,Boyz II Men,It’s So Hard To Say Goodbye To Yesterday,1992
37,Technotronic,Move This,1992
38,Queen,Bohemian Rhapsody,1992
39,Arrested Development,Tennessee,1992
40,Luther Vandross and Janet Jackson,The Best Things In Life Are Free,1992
41,Mariah Carey,Make It Happen,1992
42,Elton John,The One,1992
43,P.M. Dawn,Set Adrift On Memory Bliss,1992
44,Shakespear’s Sister,Stay,1992
45,Hammer,2 Legit 2 Quit,1992
46,K.W.S.,Please Don’t Go,1992
47,Mint Condition,Breakin’ My Heart (Pretty Brown Eyes),1992
48,Cover Girls,Wishing On A Star,1992
49,Hi-Five,She’s Playing Hard To Get,1992
50,P.M. Dawn,I’d Die Without You,1992
51,Amy Grant,Good For Me,1992
52,Toad The Wet Sprocket,All I Want,1992
53,Michael Bolton,When A Man Loves A Woman,1992
54,Genesis,I Can’t Dance,1992
55,Richard Marx,Hazard,1992
56,U2,Mysterious Ways,1992
57,George Michael,Too Funky,1992
58,Heights,How Do You Talk To An Angel,1992
59,U2,One,1992
60,CeCe Peniston,Keep On Walkin’,1992
61,Genesis,Hold On My Heart,1992
62,Karyn White,The Way I Feel About You,1992
63,Calms Dion And Peabo Bryson,Beauty And The Beast,1992
64,Kris Kross,Warm It Up,1992
65,Michael Jackson,In The Closet,1992
66,Arrested Development,People Everyday,1992
67,Genesis,No Son Of Nine,1992
68,Marky Mark And The Funky Bunch,Wildside,1992
69,Bryan Adams,Do I Have To Say The Words?,1992
70,Cure,Friday I’m In Love,1992
71,Ugly Kid Joe,Everything About You,1992
72,Paula Abdul,Blowing Kisses In The Wind,1992
73,Bryan Adams,Thought I’d Died And Gone To Heaven,1992
74,Snap,Rhythm Is A Dancer,1992
75,Hammer,Addams Groove,1992
76,Michael Bolton,Missing You Now,1992
77,N2Deep,Back To The Hotel,1992
78,Kathy Troccoli,Everything Changes,1992
79,Def Leppard,Have You Ever Needed Somone So Bad,1992
80,Richard Marx,Take This Heart,1992
81,Firehouse,When I Look Into Your Eyes,1992
82,Jade,I Wanna Love You,1992
83,Boyz II Men,Uhh Ahh,1992
84,Mary J. Blige,Real Love,1992
85,The KLF,Justified And Ancient,1992
86,Color Me Badd,Slow Motion,1992
87,TLC,What About Your Friends,1992
88,Color Me Badd,Thinkin’ Back,1992
89,Charles and Eddie,Would I Lie To You?,1992
90,Amy Grant,That’s What Love Is For,1992
91,Richard Marx,Keep Coming Back,1992
92,En Vogue,Free Your Mind,1992
93,Keith Sweat,Keep It Comin’,1992
94,Mr. Big,Just Take My Heart,1992
95,Amy Grant,I Will Remember You,1992
96,CeCe Peniston,We Got A Love Thang,1992
97,Def Leppard,Let’s Get Rocked,1992
98,Das EFX,They Want EFX,1992
99,Bonnie Raitt,I Can’t Make You Love Me,1992
0,Whitney Houston,I Will Always Love You,1993
1,Tag Team,Whoomp! (There It Is),1993
2,UB40,Can’t Help Falling In Love,1993
3,Janet Jackson,That’s The Way Love Goes,1993
4,Silk,Freak Me,1993
5,SWV,Weak,1993
6,Shai,If I Ever Fall In Love,1993
7,Mariah Carey,Dreamlover,1993
8,Wreckx-N-Effect,Rump Shaker,1993
9,Snow,Informer,1993
10,Dr. Dre,Nuthin’ But A “G” Thang,1993
11,Boyz II Men,In The Still Of The Nite,1993
12,Jade,Don’t Walk Away,1993
13,H-Town,Knockin’ Da Boots,1993
14,Jodeci,Lately,1993
15,Duice,Dazzey Duks,1993
16,Robin S.,Show Me Love,1993
17,Peabo Bryson and Regina Belle,A Whole New World,1993
18,Janet Jackson,If,1993
19,SWV,I’m So Into You,1993
20,Vanessa Willlams and Brian Mcknight,Love Is,1993
21,Soul Asylum,Runaway Train,1993
22,Expose,I’ll Never Get Over You (Getting Over Me),1993
23,Paperboy,Ditty,1993
24,Snap,Rhythm Is A Dancer,1993
25,Billy Joel,The River Of Dreams,1993
26,Proclaimers,I’m Gonna Be (500 Miles),1993
27,Spin Doctors,Two Princes,1993
28,SWV,Right Here (Human Nature)-Downtown,1993
29,Whitney Houston,I Have Nothing,1993
30,Arrested Development,Mr. Wendal,1993
31,Rod Stewart,Have I Told You Lately,1993
32,Shanice,Saving Forever For You,1993
33,Duran Duran,Ordinary World,1993
34,Tony! Toni! Tone!,If I Had No Loot,1993
35,Meat Loaf,I’d Do Anything For Love (But I Won’t Do That),1993
36,Onyx,Slam,1993
37,P.M. Dawn,Looking Through Patient Eyes,1993
38,Whitney Houston,I’m Every Woman,1993
39,Shai,Baby I’m Yours,1993
40,Duran Duran,Come Undone,1993
41,Tina Turner,I Don’t Wanna Fight,1993
42,P.M. Dawn,I’d Die Without You,1993
43,95 South,"Whoot, There It Is",1993
44,Naughty By Nature,Hip Hop Hooray,1993
45,Toni Braxton,Another Sad Love Song,1993
