,Artist,Title,Year
6,Nancy Sinatra and Frank Sinatra,Somethin’ Stupid,1967
7,Turtles,Happy Together,1967
8,Young Rascals,Groovin’,1967
9,Frankie Valli,Can’t Take My Eyes Off You,1967
10,Music Explosion,Little Bit O’ Soul,1967
11,Tommy James and The Shondells,I Think We’re Alone Now,1967
12,Aretha Franklin,Respect,1967
13,Stevie Wonder,I Was Made To Love Her,1967
14,Bobby Vee and The Strangers,Come Back When You Grow Up,1967
15,Buckinghams,Kind Of A Drag,1967
16,Arthur Conley,Sweet Soul Music,1967
17,Soul Survivors,Expressway To Your Heart,1967
18,Sam and Dave,Soul Man,1967
19,Association,Never My Love,1967
20,Jay and The Techniques,"Apples, Peaches, Pumpkin Pie",1967
21,Every Mothers’ Son,Come On Down To My Boat,1967
22,Strawberry Alarm Clock,Incense And Peppermints,1967
23,Rolling Stones,Ruby Tuesday,1967
24,Vicki Carr,It Must Be Him,1967
25,Brenton Wood,Gimme Little Sign,1967
26,Buffalo Springfield,For What It’s Worth,1967
27,Supremes,Love Is Here And Now You’re Gone,1967
28,Supremes,The Happening,1967
29,Beatles,All You Need Is Love,1967
30,Engelbert Humperdinck,Release Me (And Let Me Love Again),1967
31,Marvin Gaye and Tammi Terrell,Your Precious Love,1967
32,Jefferson Airplane,Somebody To Love,1967
33,Esquires,Get On Up,1967
34,Van Morrison,Brown Eyed Girl,1967
35,Martha and The Vandella,Jimmy Mack,1967
36,Happenings,I Got Rhythm,1967
37,Procol Harum,A Whiter Shade Of Pale,1967
38,Buckinghams,Don’t You Care,1967
39,Casinos,Then You Can Tell Me Goodbye,1967
40,Diana Ross and The Supremes,Reflections,1967
41,Hollies,On A Carousel,1967
42,Bobby Vinton,Please Love Me Forever,1967
43,Dionne Warwick,Alfie,1967
44,Tremeloes,Silence Is Golden,1967
45,Ed Ames,My Cup Runneth Over,1967
46,Fifth Dimension,"Up, Up And Away",1967
47,Scott Mckenzie,San Francisco,1967
48,Cowsills,"The Rain, The Park And Other Things",1967
49,Herman’s Hermits,There’s A Kind Of Hush,1967
50,Buckinghams,"Mercy, Mercy, Mercy",1967
51,Petula Clark,This Is My Song,1967
52,Jackie Wilson,(Your Love Keeps Lifting Me) Higher And Higher,1967
53,Young Rascals,I’ve Been Lonely Too Long,1967
54,Beatles,Penny Lane,1967
55,Temptations,You’re My Everything,1967
56,Seekers,Georgy Girl,1967
57,Five Americans,Western Union,1967
58,Aretha Franklin,Baby I Love You,1967
59,Monkees,"A Little Bit You, A Little Bit Me",1967
60,Lesley Gore,California Nights,1967
61,Mama’s and The Papa’s,Dedicated To The One I Love,1967
62,Young Rascals,How Can I Be Sure,1967
63,Hollies,Carrie Ann,1967
64,Blue Magoos,(We Ain’t Got) Nothin’ Yet,1967
65,Easy Beats,Friday On My Mind,1967
66,Bar-Kays,Soul Finger,1967
67,Spencer Davis Group,Gimme Some Lovin’,1967
68,Hombres,Let It Out (Let It All Hang Out),1967
69,Grass Roots,Let’s Live For Today,1967
70,Peaches and Herb,Close Your Eyes,1967
71,Booker T and The MG’s,Groovin’,1967
72,Wilson Pickett,Funky Broadway,1967
73,Monkees,Pleasant Valley Sunday,1967
74,Aretha Franklin,I Never Loved A Man (The Way I Love You),1967
75,Aaron Neville,Tell It Like It Is,1967
76,James Brown and The Famous Flames,Cold Sweat,1967
77,Turtles,She’d Rather Be With Me,1967
78,Keith,98.6,1967
79,Ray Charles,Here We Go Again,1967
80,Jefferson Airplane,White Rabbit,1967
81,Four Tops,Bernadette,1967
82,Sonny and Cher,The Beat Goes On,1967
83,Royal Guardsmen,Snoopy Vs. The Red Baron,1967
84,Janis Ian,Society’s Child,1967
85,Neil Diamond,"Girl, You’ll Be A Woman Soon",1967
86,Marvin Gaye and Tammi Terrell,Ain’t No Mountain High Enough,1967
87,Sandy Posey,I Take It Back,1967
88,Tremeloes,Here Comes My Baby,1967
89,Robert Knight,Everlasting Love,1967
90,"Peter, Paul and Mary",I Dig Rock And Roll Music,1967
91,Bill Cosby,Little Ole Man (Uptight-Everything’s Alright),1967
92,Electric Prunes,I Had Too Much To Dream Last Night,1967
93,Monkees,Daydream Believer,1967
94,Johnny Rivers,Baby I Need Your Lovin’,1967
95,Who,I Can See For Miles,1967
96,Tommy James and The Shondells,Mirage,1967
97,Tom Jones,"Green, Green Grass Of Home",1967
98,Petula Clark,Don’t Sleep In The Subway,1967
99,Neil Diamond,Thank The Lord For The Night Time,1967
0,Beatles,Hey Jude,1968
1,Paul Mauriat,Love Is Blue,1968
2,Bobby Goldsboro,Honey,1968
3,Otis Redding,(Sittin’ On) The Dock Of The Bay,1968
4,Rascals,People Got To Be Free,1968
5,Cream,Sunshine Of Your Love,1968
6,Herb Alpert,This Guy’s In Love With You,1968
7,Hugo Montenegro,"The Good, The Bad And The Ugly",1968
8,Simon and Garfunkel,Mrs. Robinson,1968
9,Archie Bell and The Drells,Tighten Up,1968
10,Jeannie C. Riley,Harper Valley P.T.A.,1968
11,O.C. Smith,Little Green Apples,1968
12,Tommy James and The Shondells,"Mony, Mony",1968
13,Doors,"Hello, I Love You",1968
14,Gary Puckett and The Union Gap,Young Girl,1968
15,Box Tops,Cry Like A Baby,1968
16,Fifth Dimension,Stoned Soul Picnic,1968
17,Hugh Masekela,Grazing In The Grass,1968
18,Grass Roots,Midnight Confessions,1968
19,Sly and The Family Stone,Dance To The Music,1968
20,Cliff Nobles and Co.,The Horse,1968
21,Temptations,I Wish It Would Rain,1968
22,Delfonics,La-La Means I Love You,1968
23,Vogues,"Turn Around, Look At Me",1968
24,John Fred and His Playboy Band,Judy In Disguise (With Glasses),1968
25,Classics IV,Spooky,1968
26,Diana Ross and The Supremes,Love Child,1968
27,Merrilee Rush,Angel Of The Morning,1968
28,Georgie Fame,The Ballad Of Bonnie And Clyde,1968
29,Mary Hopkin,Those Were The Days,1968
30,Steppenwolf,Born To Be Wild,1968
31,Intruders,Cowboys To Girls,1968
32,1910 Fruitgum Company,Simon Says,1968
33,Gary Puckett and The Union Gap,Lady Willpower,1968
34,Rascals,A Beautiful Morning,1968
35,Sergio Mendes and Brasil ’66,The Look Of Love,1968
36,Johnny Nash,Hold Me Tight,1968
37,Ohio Express,"Yummy, Yummy, Yummy",1968
38,Crazy World Of Arthur Brown,Fire,1968
39,Troggs,Love Is All Around,1968
40,Gene and Debbe,Playboy,1968
41,Dionne Warwick,(Theme From) Valley Of The Dolls,1968
42,Mason Williams,Classical Gas,1968
43,Clarence Carter,Slip Away,1968
44,O’Kaysions,Girl Watcher,1968
45,Aretha Franklin,(Sweet Sweet Baby) Since You’ve Been Gone,1968
46,Lemon Pipers,Green Tambourine,1968
47,1910 Fruitgum Company,"1, 2, 3, Red Light",1968
48,Friend and Lover,Reach Out Of The Darkness,1968
49,Rolling Stones,Jumpin’ Jack Flash,1968
50,Richard Harris,MacArthur Park,1968
51,Jose Feliciano,Light My Fire,1968
52,People,I Love You,1968
53,Percy Sledge,Take Time To Know Her,1968
54,Status Quo,Pictures Of Matchstick Men,1968
55,Blue Cheer,Summertime Blues,1968
56,Marvin Gaye and Tammi Terrell,Ain’t Nothing Like The Real Thing,1968
57,James Brown and The Famous Flames,I Got The Feelin’,1968
58,Bee Gees,I’ve Gotta Get A Message To You,1968
59,Beatles,Lady Madonna,1968
60,Donovan,Hurdy Gurdy Man,1968
61,Steppenwolf,Magic Carpet Ride,1968
62,Fireballs,Bottle Of Wine,1968
63,Dells,Stay In My Corner,1968
64,Willie Mitchell,Soul Serenade,1968
65,Tom Jones,Delilah,1968
66,Human Beinz,Nobody But Me,1968
67,Sam and Dave,I Thank You,1968
68,Sergio Mendes and Brasil ’66,The Fool On The Hill,1968
69,Eric Burdon and The Animals,Sky Pilot,1968
70,Cowsills,Indian Lake,1968
71,Tommy Boyce and Bobby Hart,I Wonder What She’s Doing Tonight,1968
72,Gary Puckett and The Union Gap,Over You,1968
73,Lettermen,Goin’ Out Of My Head / Can’t Take My Eyes Off You,1968
74,Stevie Wonder,Shoo-Bee-Doo-Be-Doo-Da-Day,1968
75,Irish Rovers,The Unicorn,1968
76,Vanilla Fudge,(You Keep Me) Hangin’ On,1968
77,Beatles,Revolution,1968
78,Gary Puckett and The Union Gap,"Woman, Woman",1968
79,Turtles,Elenore,1968
80,Cream,White Room,1968
81,Marvin Gaye and Tammi Terrell,You’re All I Need To Get By,1968
82,Foundations,"Baby, Now That I’ve Found You",1968
83,Sweet Inspirations,Sweet Inspiration,1968
84,Smokey Robinson and The Miracles,If You Can Want,1968
85,Mills Brothers,Cab Driver,1968
86,Chambers Brothers,Time Has Come Today,1968
87,Dionne Warwick,Do You Know The Way To San Jose,1968
88,Simon and Garfunkel,Scarborough Fair / Canticle,1968
89,James Brown and The Famous Flames,Say It Loud I’m Black And I’m Proud,1968
90,Manfred Mann,The Mighty Quinn,1968
91,Shorty Long,Here Comes The Judge,1968
92,Aretha Franklin,I Say A Little Prayer,1968
93,Aretha Franklin,Think,1968
94,Gary Lewis and The Playboys,Sealed With A Kiss,1968
95,Big Brother and The Holding Company,Piece Of My Heart,1968
96,Creedence Clearwater Revival,Suzie Q.,1968
97,American Breed,Bend Me Shape,1968
98,Jerry Butler,"Hey, Western Union Man",1968
99,Jerry Butler,Never Give You Up,1968
0,Archies,"Sugar, Sugar",1969
1,Fifth Dimension,Aquarius / Let The Sunshine In,1969
2,Temptations,I Can’t Get Next To You,1969
3,Rolling Stones,Honky Tonk Women,1969
4,Sly and The Family Stone,Everyday People,1969
5,Tommy Roe,Dizzy,1969
6,Sly and The Family Stone,Hot Fun In The Summertime,1969
7,Tom Jones,I’ll Never Fall In Love Again,1969
8,Foundations,Build Me Up Buttercup,1969
9,Tommy James and The Shondells,Crimson And Clover,1969
10,Three Dog Night,One,1969
11,Tommy James and The Shondells,Crystal Blue Persuasion,1969
12,Cowsills,Hair,1969
13,Marvin Gaye,Too Busy Thinking About My Baby,1969
14,Henry Mancini and His Orch.,Love Theme From Romeo And Juliet,1969
15,Youngbloods,Get Together,1969
16,Friends Of Distinction,Grazin’ In The Grass,1969
17,Elvis Presley,Suspicious Minds,1969
18,Creedence Clearwater Revival,Proud Mary,1969
19,Jr. Walker and The All Stars,What Does It Take (To Win Your Love),1969
20,Isley Brothers,It’s Your Thing,1969
21,Neil Diamond,Sweet Caroline,1969
22,Oliver,Jean,1969
23,Creedence Clearwater Revival,Bad Moon Rising,1969
24,Beatles,Get Back,1969
25,Zager and Evans,In The Year 2525,1969
26,"Blood, Sweat and Tears",Spinning Wheel,1969
27,Andy Kim,"Baby, I Love You",1969
28,Friends Of Distinction,Going In Circles,1969
29,Lettermen,Hurt So Bad,1969
30,Creedence Clearwater Revival,Green River,1969
31,Stevie Wonder,My Cherie Amour,1969
32,Three Dog Night,Easy To Be Hard,1969
33,Smith,Baby It’s You,1969
34,Elvis Presley,In The Ghetto,1969
35,Johnny Cash,A Boy Named Sue,1969
36,Smokey Robinson and The Miracles,"Baby, Baby Don’t Cry",1969
37,Jerry Butler,Only The Strong Survive,1969
38,Zombies,Time Of The Season,1969
39,Fifth Dimension,Wedding Bell Blues,1969
40,Bobby Sherman,Little Woman,1969
41,Mercy,Love (Can Make You Happy),1969
42,Oliver,Good Morning Starshine,1969
43,Guess Who,These Eyes,1969
44,"Blood, Sweat and Tears",You’ve Made Me So Very Happy,1969
45,Jackie DeShannon,Put A Little Love In Your Heart,1969
46,Watts 103rd Street Rhythm Band,Do Your Thing,1969
47,Grass Roots,I’d Wait A Million Years,1969
48,Doors,Touch Me,1969
49,Spiral Starecase,More Today Than Yesterday,1969
50,Sammy Davis Jr.,I’ve Gotta Be Me,1969
51,Bob Dylan,Lay Lady Lay,1969
52,Donovan,Atlantis,1969
53,Dennis Yost and The Classics IV,Traces,1969
54,Mama Cass Elliot,It’s Getting Better,1969
55,Jay and The Americans,This Magic Moment,1969
56,Temptations,"Run Away Child, Running Wild",1969
57,Ventures,Hawaii Five-O,1969
58,Glen Campbell,Galveston,1969
59,Lou Christie,I’m Gonna Make You Mine,1969
60,Ray Stevens,Gitarzan,1969
61,Tyrone Davis,Can I Change My Mind,1969
62,Booker T and The MG’s,Time Is Tight,1969
63,Dionne Warwick,This Girl’s In Love With You,1969
64,Winstons,Color Him Father,1969
65,"Sonny Charles and The Checkmates, Ltd.",Black Pearl,1969
66,1910 Fruitgum Company,Indian Giver,1969
67,James Brown,Mother Popcorn (Part I),1969
68,Edwin Starr,Twenty-five Miles,1969
69,New Colony Six,Things I’d Like To Say,1969
70,Motherlode,When I Die,1969
71,Marvin Gaye,That’s The Way Love Is,1969
72,Nilsson,Everybody’s Talkin’,1969
73,Brooklyn Bridge,Worst That Could Happen,1969
74,Joe Simon,Chokin’ Kind,1969
75,Flying Machine,Smile A Little Smile For Me,1969
76,Tony Joe White,Polk Salad Annie,1969
77,Kenny Rogers and The First Edition,"Ruby, Don’t Take Your Love To Town",1969
78,Joe South,Games People Play,1969
79,Turtles,You Showed Me,1969
80,Cuff Links,Tracy,1969
81,Dells,"Oh, What A Night",1969
82,Beatles,Something,1969
83,Gary Puckett and The Union Gap,This Girl Is A Woman Now,1969
84,Beatles,Come Together,1969
85,Seger System,Ramblin’ Gamblin’ Man Bob,1969
86,Diana Ross and The Supremes,I’m Gonna Make You Love Me,1969
87,Marvin Gaye,I Heard It Through The Grapevine,1969
88,Crazy Elephant,Gimme Gimme Good Lovin’,1969
89,Booker T and The MG’s,Hang ‘Em High,1969
90,Lou Rawls,Your Good Thing (Is About To End),1969
91,Originals,Baby I’m For Real,1969
92,Edwin Hawkins Singers,Oh Happy Day,1969
93,Tom Jones,Love Me Tonight,1969
94,Paul Revere and The Raiders,"Mr. Sun, Mr. Moon",1969
95,Guess Who,Laughing,1969
96,David Ruffin,My Whole World Ended (The Moment You Left Me),1969
97,Box Tops,Soul Deep,1969
98,B.J. Thomas,Hooked On A Feeling,1969
99,Box Tops,Sweet Cream Ladies,1969
0,Simon and Garfunkel,Bridge Over Troubled Water,1970
1,Carpenters,(They Long To Be) Close To You,1970
2,Guess Who,American Woman / No Sugar Tonight,1970
3,B.J. Thomas,Raindrops Keep Fallin’ On My Head,1970
4,Edwin Starr,War,1970
5,Diana Ross,Ain’t No Mountain High Enough,1970
6,Jackson 5,I’ll Be There,1970
7,Rare Earth,Get Ready,1970
8,Beatles,Let It Be,1970
9,Freda Payne,Band Of Gold,1970
10,Three Dog Night,Mama Told Me (Not To Come),1970
11,Ray Stevens,Everything Is Beautiful,1970
12,Bread,Make It With You,1970
13,Vanity Fair,Hitchin’ A Ride,1970
14,Jackson 5,ABC,1970
15,Jackson 5,The Love You Save / I Found That Girl,1970
16,Neil Diamond,Cracklin’ Rose,1970
17,Dawn,Candida,1970
18,Sly and The Family Stone,Thank You (Fallettin Me Be Mice Elf Again) / Everybody Is A Star,1970
19,Eric Burdon and War,Spill The Wine,1970
20,Five Stairsteps and Cubie,O-o-h Child / Dear Prudence,1970
21,Norman Greenbaum,Spirit In The Sky,1970
22,Melanie and The Edwin Hawkins Singers,Lay Down (Candles In The Rain),1970
23,Temptations,Ball Of Confusion (That’s What The World Is Today),1970
24,Moments,Love On A Two Way Street,1970
25,Poppy Family,Which Way You Goin’ Billy?,1970
26,Free,All Right Now,1970
27,Jackson 5,I Want You Back,1970
28,Bobby Sherman,"Julie, Do Ya Love Me",1970
29,Sugarloaf,Green-eyed Lady,1970
30,Stevie Wonder,"Signed Sealed, Delivered (I’m Yours)",1970
31,Blues Image,Ride Captain Ride,1970
32,Shocking Blue,Venus,1970
33,John Ono Lennon,Instant Karma (We All Shine On),1970
34,Clarence Carter,Patches,1970
35,Creedence Clearwater Revival,Lookin’ Out My Back Door / Long As I Can See The Light,1970
36,Brook Benton,Rainy Night In Georgia,1970
37,Kenny Rogers and The First Edition,Something’s Burning,1970
38,Chairmen Of The Board,Give Me Just A Little More Time,1970
39,Edison Lighthouse,Love Grows (Where My Rosemary Goes),1970
40,Beatles,The Long And Winding Road / For You Blue,1970
41,Anne Murray,Snowbird,1970
42,Marmalade,Reflections Of My Life,1970
43,Eddie Holman,Hey There Lonely Girl,1970
44,Jaggerz,The Rapper,1970
45,Hollies,"He Ain’t Heavy, He’s My Brother",1970
46,Alive and Kicking,"Tighter, Tighter",1970
47,Badfinger,Come And Get It,1970
48,Simon and Garfunkel,Cecelia,1970
49,Charles Wright and The Watts 103rd Street Rhythm Band,Love Land,1970
50,Tyrone Davis,Turn Back The Hands Of Time,1970
51,Kinks,Lola,1970
52,Mungo Jerry,In The Summertime,1970
53,R. Dean Taylor,Indiana Wants Me,1970
54,Rare Earth,(I Know) I’m Losing You,1970
55,Bobby Sherman,"Easy Come, Easy Go",1970
56,Charles Wright and The Watts 103rd Street Rhythm Band,Express Yourself,1970
57,Four Tops,Still Water (Love),1970
58,Chicago,Make Me Smile,1970
59,Frijid Pink,House Of The Rising Sun,1970
60,Chicago,25 Or 6 To 4,1970
61,White Plains,My Baby Loves Lovin’,1970
62,Friends Of Distinction,Love Or Let Me Be Lonely,1970
63,Brotherhood Of Man,United We Stand,1970
64,Carpenters,We’ve Only Just Begun,1970
65,Mark Lindsay,Arizona,1970
66,James Taylor,Fire And Rain,1970
67,Gene Chandler,Groovy Situation,1970
68,Santana,Evil Ways,1970
69,Guess Who,No Time,1970
70,Delfonics,Didn’t I (Blow Your Mind This Time),1970
71,Elvis Presley,The Wonder Of You / Mama Liked The Roses,1970
72,Creedence Clearwater Revival,Up Around The Bend / Run Through The Jungle,1970
73,Ronnie Dyson,(If You Let Me Make Love To You Then) Why Can’t I Touch You,1970
74,B.J. Thomas,I Just Can’t Help Believing,1970
75,Spinners,It’s A Shame,1970
76,Bobbi Martin,For The Love Of Him,1970
77,Mountain,Mississippi Queen,1970
78,Ike and Tina Turner,I Want To Take You Higher,1970
79,Joe Cocker,The Letter,1970
80,Tee Set,Ma Belle Amie,1970
81,Originals,The Bells,1970
82,Christie,Yellow River,1970
83,100 Proof Aged In Soul,Somebody’s Been Sleeping,1970
84,Ides Of March,Vehicle,1970
85,Pipkins,Gimme Dat Ding,1970
86,Robin Mcnamara,Lay A Little Lovin’ On Me,1970
87,Supremes,Up The Ladder To The Roof,1970
88,Creedence Clearwater Revival,Travelin’ Band / Who’ll Stop The Rain,1970
89,Sandpipers,Come Saturday Morning,1970
90,Temptations,Psychedelic Shack,1970
91,Tom Jones,Without Love (There Is Nothing),1970
92,Pacific Gas and Electric,Are You Ready?,1970
93,"Crosby, Stills, Nash and Young",Woodstock,1970
94,Dionne Warwick,I’ll Never Fall In Love Again,1970
95,New Seekers,Look What They’ve Done To My Song Ma,1970
96,Joe South,Walk A Mile In My Shoes,1970
97,B.B. King,The Thrill Is Gone,1970
98,Glen Campbell,It’s Only Make Believe,1970
99,Aretha Franklin,Call Me,1970
0,Three Dog Night,Joy To The World,1971
1,Rod Stewart,Maggie May / (Find A) Reason To Believe,1971
2,Carole King,It’s Too Late / I Feel The Earth Move,1971
3,Osmonds,One Bad Apple,1971
4,Bee Gees,How Can You Mend A Broken Heart,1971
5,Raiders,Indian Reservation,1971
6,Donny Osmond,Go Away Little Girl,1971
7,John Denver,"Take Me Home, Country Roads",1971
8,Temptations,Just My Imagination (Running Away With Me),1971
9,Dawn,Knock Three Times,1971
10,Janis Joplin,Me And Bobby McGee,1971
11,Al Green,Tired Of Being Alone,1971
12,Honey Cone,Want Ads,1971
13,Undisputed Truth,Smiling Faces Sometimes,1971
14,Cornelius Brothers and Sister Rose,Treat Her Like A Lady,1971
15,James Taylor,You’ve Got A Friend,1971
16,Jean Knight,Mr. Big Stuff,1971
17,Rolling Stones,Brown Sugar,1971
18,Lee Michaels,Do You Know What I Mean,1971
19,Joan Baez,The Night They Drove Old Dixie Down,1971
20,Marvin Gaye,What’s Going On,1971
21,Paul and Linda McCartney,Uncle Albert-Admiral Halsey,1971
22,Bill Withers,Ain’t No Sunshine,1971
23,Five Man Electrical Band,Signs,1971
24,Tom Jones,She’s A Lady,1971
25,Murray Head and The Trinidad Singers,Superstar,1971
26,Free Movement,I Found Someone Of My Own,1971
27,Jerry Reed,Amos Moses,1971
28,Grass Roots,Temptation Eyes,1971
29,Carpenters,Superstar,1971
30,George Harrison,My Sweet Lord / Isn’t It A Pity,1971
31,Donny Osmond,Sweet And Innocent,1971
32,Ocean,Put Your Hand In The Hand,1971
33,Daddy Dewdrop,Chick-a-boom,1971
34,Carpenters,For All We Know,1971
35,Sammi Smith,Help Me Make It Through The Night,1971
36,Carpenters,Rainy Days And Mondays,1971
37,Gordon Lightfoot,If You Could Read My Mind,1971
38,Cher,"Gypsy, Tramps And Thieves",1971
39,Jackson 5,Never Can Say Goodbye,1971
40,Lynn Anderson,Rose Garden,1971
41,"Hamilton, Joe Frank and Reynolds",Don’t Pull Your Love,1971
42,Ringo Starr,It Don’t Come Easy,1971
43,Nitty Gritty Dirt Band,Mr. Bojangles,1971
44,Fuzz,I Love You Foe All Seasons,1971
45,Dramatics,Whatcha See Is Whatcha Get,1971
46,Carly Simon,That’s The Way I’ve Always Heard It Should Be,1971
47,Stevie Wonder,If You Really Love Me,1971
48,Aretha Franklin,Spanish Harlem,1971
49,Helen Reddy,I Don’t Know How To Love Him,1971
50,Osmonds,Yo-yo,1971
51,Aretha Franklin,Bridge Over Troubled Water,1971
52,Partridge Family,Doesn’t Somebody Want To Be Wanted,1971
53,Tommy James,Draggin’ The Line,1971
54,Ike and Tina Turner,Proud Mary,1971
55,Chicago,Beginnings / Color My World,1971
56,Bells,Stay Awhile,1971
57,Stampeders,Sweet City Woman,1971
58,Lobo,Me And You And A Dog Named Boo,1971
59,Paul McCartney,"Another Day / Oh Woman, Oh Why",1971
60,Bread,If,1971
61,Marvin Gaye,Mercy Mercy Me (The Ecology),1971
62,Brewer and Shipley,One Toke Over The Line,1971
63,8th Day,She’s Not Just Another Woman,1971
64,Freda Payne,Bring The Boys Home,1971
65,Rare Earth,I Just Want To Celebrate,1971
66,Delaney and Bonnie and Friends,Never Ending Song Of Love,1971
67,Freddy Hart,Easy Loving,1971
68,Three Dog Night,Liar,1971
69,Honey Cone,Stick-up,1971
70,Mac and Katie Kissoon,Chirpy Chirpy Cheep Cheep,1971
71,Andy Williams,Love Story (Where Do I Begin),1971
72,Cat Stevens,Wild World,1971
73,Jerry Reed,"When You’re Hot, You’re Hot",1971
74,Beginning Of The End,Funky Nassau,1971
75,Olivia Newton-John,If Not For You,1971
76,King Floyd,Groove Me,1971
77,Bobby Goldsboro,Watching Scotty Grow,1971
78,Matthews’ Southern Comfort,Woodstock,1971
79,Judy Collins,Amazing Grace,1971
80,Dave Edmunds,I Hear You Knocking,1971
81,Bee Gees,Lonely Days,1971
82,Fortunes,Here Comes That Rainy Day Feeling Again,1971
83,Who,Won’t Get Fooled Again,1971
84,Denise Lasalle,Trapped By A Thing Called Love,1971
85,Jackson 5,Mama’s Pearl,1971
86,Buoys,Timothy,1971
87,Partridge Family,I Woke Up In Love This Morning,1971
88,Isaac Hayes,Theme From “Shaft”,1971
89,Gladys Knight and The Pips,If I Were Your Woman,1971
90,Neil Diamond,I Am..I Said,1971
91,Paul Stookey,Wedding Song (There Is Love),1971
92,Wilson Pickett,"Don’t Knock My Love, Pt. 1",1971
93,Doors,Love Her Madly,1971
94,Richie Havens,Here Comes The Sun,1971
95,Wadsworth Mansion,Sweet Mary,1971
96,Brenda and The Tabulations,Right On The Tip Of My Tongue,1971
97,Fifth Dimension,One Less Bell To Answer,1971
98,Doors,Riders On The Storm,1971
99,Perry Como,It’s Impossible,1971
0,Roberta Flack,The First Time Ever I Saw Your Face,1972
1,Gilbert O’Sullivan,Alone Again (Naturally),1972
2,Don McLean,American Pie,1972
3,Nilsson,Without You,1972
4,Sammy Davis Jr.,Candy Man,1972
5,Joe Tex,I Gotcha,1972
6,Bill Withers,Lean On Me,1972
7,Mac Davis,Baby Don’t Get Hooked On Me,1972
8,Melanie,Brand New Key,1972
9,Wayne Newton,Daddy Dont You Walk So Fast,1972
10,Al Green,Let’s Stay Together,1972
11,Looking Glass,Brandy (You’re A Fine Girl),1972
12,Chi-Lites,Oh Girl,1972
13,Gallery,Nice To Be With You,1972
14,Chuck Berry,My Ding-A-Ling,1972
15,Luther Ingram,If Loving You Is Wrong I Don’t Want To Be Right,1972
16,Neil Young,Heart Of Gold,1972
17,Stylistics,"Betcha By Golly, Wow",1972
18,Staple Singers,I’ll Take You There,1972
19,Michael Jackson,Ben,1972
20,Robert John,The Lion Sleeps Tonight,1972
21,Billy Preston,Outa-space,1972
22,War,Slippin’ Into Darkness,1972
23,Hollies,Long Cool Woman (In A Black Dress),1972
24,Mouth and MacNeal,How Do You Do,1972
25,Neil Diamond,Song Sung Blue,1972
26,America,A Horse With No Name,1972
27,Hot Butter,Popcorn,1972
28,Main Ingredient,Everybody Plays The Fool,1972
29,Climax,Precious And Few,1972
30,5th Dimension,Last Night I Didn’t Get To Sleep At All,1972
31,Moody Blues,Nights In White Satin,1972
32,Raspberries,Go All The Way,1972
33,Cornelius Brothers and Sister Rose,Too Late To Turn Back Now,1972
34,O’Jays,Back Stabbers,1972
35,Osmonds,Down By The Lazy River,1972
36,Jonathan Edwards,Sunshine,1972
37,Mel and Tim,Starting All Over Again,1972
38,Badfinger,Day Atter Day,1972
39,Elton John,Rocket Man,1972
40,Michael Jackson,Rockin’ Robin,1972
41,Daniel Boone,Beautiful Sunday,1972
42,Dennis Coffey and The Detroit Guitar Band,Scorpio,1972
43,Cat Stevens,Morning Has Broken,1972
44,Arlo Guthrie,The City Of New Orleans,1972
45,Rick Nelson,Garden Party,1972
46,Johnny Nash,I Can See Clearly Now,1972
47,Elvis Presley,Burning Love,1972
48,Betty Wright,Clean Up Woman,1972
49,Argent,Hold Your Head Up,1972
50,Chakachas,Jungle Fever,1972
51,Bread,Everything I Own,1972
52,Dramatics,In The Rain,1972
53,Al Green,Look What You Done For Me,1972
54,Donna Fargo,The Happiest Girl In The Whole U.S.A.,1972
55,T. Rex,Bang A Gong (Get It On),1972
56,Paul Simon,Mother And Child Reunion,1972
57,Roberta Flack and Donny Hathaway,Where Is The Love,1972
58,Al Green,I’m Still In Love With You,1972
59,Derek and The Dominos,Layla,1972
60,Aretha Franklin,Day Dreaming,1972
61,Cher,The Way Of Love,1972
62,Three Dog Night,Black And White,1972
63,Dr. Hook and The Medicine Show,Sylvia’s Mother,1972
64,Carpenters,Hurting Each Other,1972
65,Nilsson,Coconut,1972
66,Donny Osmond,Puppy Love,1972
67,Jim Croce,You Don’t Mess Around With Jim,1972
68,Commander Cody and His Lost Planet Airmen,Hot Rod Lincoln,1972
69,Sonny and Cher,A Cowboy’s Work Is Never Done,1972
70,Apollo 100,Joy,1972
71,Carly Simon,Anticipation,1972
72,Three Dog Night,Never Been To Spain,1972
73,Charlie Pride,Kiss An Angel Good Morning,1972
74,Alice Cooper,School’s Out,1972
75,Chicago,Saturday In The Park,1972
76,Joe Simon,Drowning In The Sea Of Love,1972
77,Bill Withers,Use Me,1972
78,Sly and The Family Stone,Family Affair,1972
79,Jimmy Castor Bunch,Troglodyte,1972
80,Redbone,The Witch Queen Of New Orleans,1972
81,Curtis Mayfield,Freddie’s Dead,1972
82,Joe Simon,Power Of Love,1972
83,Jerry Butler and Brenda Lee Eager,Ain’t Understanding Mellow,1972
84,Harry Chapin,Taxi,1972
85,Beverly Bremers,Don’t Say You Don’t Rememeer,1972
86,Bobby Vinton,Sealed With A Kiss,1972
87,Todd Rundgren,I Saw The Light,1972
88,Sailcat,Motorcycle Mama,1972
89,Godspell,Day By Day,1972
90,Yes,Roundabout,1972
91,Jackson Browne,Doctor My Eyes,1972
92,New Seekers,I’d Like To Teach The World To Sing,1972
93,Don Mclean,Vincent / Castles In The Air,1972
